codigo_municipio;year;frac_recogidas_pap;anyo_inicio_pap
08280;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08280;2020;Orgánica, Papel y cartón, Envases, Vidrio;2011
08280;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08280;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08280;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08281;2000;NA;NA
08281;2001;NA;NA
08281;2002;NA;NA
08281;2003;NA;NA
08281;2004;NA;NA
08281;2005;NA;NA
08281;2006;NA;NA
08281;2007;NA;NA
08281;2008;NA;NA
08281;2009;NA;NA
08281;2010;NA;NA
08281;2011;NA;NA
08281;2012;NA;NA
08281;2013;NA;NA
08281;2014;NA;NA
08281;2015;NA;NA
08281;2016;NA;NA
08281;2017;NA;NA
08281;2018;NA;NA
08281;2019;NA;NA
08281;2020;NA;NA
08281;2021;NA;NA
08281;2022;NA;NA
08281;2023;NA;NA
08282;2000;NA;2013
08282;2001;NA;2013
08282;2002;NA;2013
08282;2003;NA;2013
08282;2004;NA;2013
08282;2005;NA;2013
08282;2006;NA;2013
08282;2007;NA;2013
08282;2008;NA;2013
08282;2009;NA;2013
08282;2010;NA;2013
08282;2011;NA;2013
08282;2012;NA;2013
08282;2013;Orgánica, Papel y cartón, Envases;2013
08282;2014;Orgánica, Papel y cartón, Envases;2013
08282;2015;Orgánica, Papel y cartón, Envases, Vidrio;2013
08282;2016;Orgánica, Papel y cartón, Envases;2013
08282;2017;Orgánica, Papel y cartón, Envases;2013
08282;2018;Orgánica, Papel y cartón, Envases, Vidrio;2013
08282;2019;Orgánica, Papel y cartón, Envases, Vidrio;2013
08282;2020;Orgánica, Papel y cartón, Envases, Vidrio;2013
08282;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2013
08282;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2013
08282;2023;Orgánica, Papel y cartón, Envases, Vidrio;2013
25283;2000;NA;NA
25283;2001;NA;NA
25283;2002;NA;NA
25283;2003;NA;NA
25283;2004;NA;NA
25283;2005;NA;NA
25283;2006;NA;NA
25283;2007;NA;NA
25283;2008;NA;NA
25283;2009;NA;NA
25283;2010;NA;NA
25283;2011;NA;NA
25283;2012;NA;NA
25283;2013;NA;NA
25283;2014;NA;NA
25283;2015;NA;NA
25283;2016;NA;NA
25283;2017;NA;NA
25283;2018;NA;NA
25283;2019;NA;NA
25283;2020;NA;NA
25283;2021;NA;NA
25283;2022;NA;NA
25283;2023;NA;NA
43284;2000;NA;NA
43284;2001;NA;NA
43284;2002;NA;NA
43284;2003;NA;NA
43284;2004;NA;NA
43284;2005;NA;NA
43284;2006;NA;NA
43284;2007;NA;NA
43284;2008;NA;NA
43284;2009;NA;NA
43284;2010;NA;NA
43284;2011;NA;NA
43284;2012;NA;NA
43284;2013;NA;NA
43284;2014;NA;NA
43284;2015;NA;NA
43284;2016;NA;NA
43284;2017;NA;NA
43284;2018;NA;NA
43284;2019;NA;NA
43284;2020;NA;NA
43284;2021;NA;NA
43284;2022;NA;NA
43284;2023;NA;NA
17285;2000;NA;NA
17285;2001;NA;NA
17285;2002;NA;NA
17285;2003;NA;NA
17285;2004;NA;NA
17285;2005;NA;NA
17285;2006;NA;NA
17285;2007;NA;NA
17285;2008;NA;NA
17285;2009;NA;NA
17285;2010;NA;NA
17285;2011;NA;NA
17285;2012;NA;NA
17285;2013;NA;NA
17285;2014;NA;NA
17285;2015;NA;NA
17285;2016;NA;NA
17285;2017;NA;NA
17285;2018;NA;NA
17285;2019;NA;NA
17285;2020;NA;NA
17285;2021;NA;NA
17285;2022;NA;NA
17285;2023;NA;NA
08286;2000;NA;NA
08286;2001;NA;NA
08286;2002;NA;NA
08286;2003;NA;NA
08286;2004;NA;NA
08286;2005;NA;NA
08286;2006;NA;NA
08286;2007;NA;NA
08286;2008;NA;NA
08286;2009;NA;NA
08286;2010;NA;NA
08286;2011;NA;NA
08286;2012;NA;NA
08286;2013;NA;NA
08286;2014;NA;NA
08286;2015;NA;NA
08286;2016;NA;NA
08286;2017;NA;NA
08286;2018;NA;NA
08286;2019;NA;NA
08286;2020;NA;NA
08286;2021;NA;NA
08286;2022;NA;NA
08286;2023;NA;NA
08287;2000;NA;NA
08287;2001;NA;NA
08287;2002;NA;NA
08287;2003;NA;NA
08287;2004;NA;NA
08287;2005;NA;NA
08287;2006;NA;NA
08287;2007;NA;NA
08287;2008;NA;NA
08287;2009;NA;NA
08287;2010;NA;NA
08287;2011;NA;NA
08287;2012;NA;NA
08287;2013;NA;NA
08287;2014;NA;NA
08287;2015;NA;NA
08287;2016;NA;NA
08287;2017;NA;NA
08287;2018;NA;NA
08287;2019;NA;NA
08287;2020;NA;NA
08287;2021;NA;NA
08287;2022;NA;NA
08287;2023;NA;NA
08288;2000;NA;NA
08288;2001;NA;NA
08288;2002;NA;NA
08288;2003;NA;NA
08288;2004;NA;NA
08288;2005;NA;NA
08288;2006;NA;NA
08288;2007;NA;NA
08288;2008;NA;NA
08288;2009;NA;NA
08288;2010;NA;NA
08288;2011;NA;NA
08288;2012;NA;NA
08288;2013;NA;NA
08288;2014;NA;NA
08288;2015;NA;NA
08288;2016;NA;NA
08288;2017;NA;NA
08288;2018;NA;NA
08288;2019;NA;NA
08288;2020;NA;NA
08288;2021;NA;NA
08288;2022;NA;NA
08288;2023;NA;NA
17289;2000;NA;NA
17289;2001;NA;NA
17289;2002;NA;NA
17289;2003;NA;NA
17289;2004;NA;NA
17289;2005;NA;NA
17289;2006;NA;NA
17289;2007;NA;NA
17289;2008;NA;NA
17289;2009;NA;NA
17289;2010;NA;NA
17289;2011;NA;NA
17289;2012;NA;NA
17289;2013;NA;NA
17289;2014;NA;NA
17289;2015;NA;NA
17289;2016;NA;NA
17289;2017;NA;NA
17289;2018;NA;NA
17289;2019;NA;NA
17289;2020;NA;NA
17289;2021;NA;NA
17289;2022;NA;NA
17289;2023;NA;NA
43290;2000;NA;2011
43290;2001;NA;2011
43290;2002;NA;2011
43290;2003;NA;2011
43290;2004;NA;2011
43290;2005;NA;2011
43290;2006;NA;2011
43290;2007;NA;2011
43290;2008;NA;2011
43290;2009;NA;2011
43290;2010;NA;2011
43290;2011;Orgánica, Resto;2011
43290;2012;Orgánica, Papel y cartón, Envases;2011
43290;2013;Orgánica, Papel y cartón, Envases;2011
43290;2014;Orgánica, Papel y cartón, Envases, Vidrio;2011
43290;2015;Orgánica, Papel y cartón, Envases;2011
43290;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2018;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2020;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
43290;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
17291;2000;NA;NA
17291;2001;NA;NA
17291;2002;NA;NA
17291;2003;NA;NA
17291;2004;NA;NA
17291;2005;NA;NA
17291;2006;NA;NA
17291;2007;NA;NA
17291;2008;NA;NA
17291;2009;NA;NA
17291;2010;NA;NA
17291;2011;NA;NA
17291;2012;NA;NA
17291;2013;NA;NA
17291;2014;NA;NA
17291;2015;NA;NA
17291;2016;NA;NA
17291;2017;NA;NA
17291;2018;NA;NA
17291;2019;NA;NA
17291;2020;NA;NA
17291;2021;NA;NA
17291;2022;NA;NA
17291;2023;NA;NA
08292;2000;NA;NA
08292;2001;NA;NA
08292;2002;NA;NA
08292;2003;NA;NA
08292;2004;NA;NA
08292;2005;NA;NA
08292;2006;NA;NA
08292;2007;NA;NA
08292;2008;NA;NA
08292;2009;NA;NA
08292;2010;NA;NA
08292;2011;NA;NA
08292;2012;NA;NA
08292;2013;NA;NA
08292;2014;NA;NA
08292;2015;NA;NA
08292;2016;NA;NA
08292;2017;NA;NA
08292;2018;NA;NA
08292;2019;NA;NA
08292;2020;NA;NA
08292;2021;NA;NA
08292;2022;NA;NA
08292;2023;NA;NA
25293;2000;NA;2017
25293;2001;NA;2017
25293;2002;NA;2017
25293;2003;NA;2017
25293;2004;NA;2017
25293;2005;NA;2017
25293;2006;NA;2017
25293;2007;NA;2017
25293;2008;NA;2017
25293;2009;NA;2017
25293;2010;NA;2017
25293;2011;NA;2017
25293;2012;NA;2017
25293;2013;NA;2017
25293;2014;NA;2017
25293;2015;NA;2017
25293;2016;NA;2017
25293;2017;Orgánica, Papel y cartón, Envases;2017
25293;2018;Orgánica, Resto;2017
25293;2019;Orgánica, Papel y cartón, Envases, Vidrio;2017
25293;2020;Orgánica, Papel y cartón, Envases, Vidrio;2017
25293;2021;Orgánica, Papel y cartón, Envases, Vidrio;2017
25293;2022;Orgánica, Papel y cartón, Envases, Vidrio;2017
25293;2023;Orgánica, Papel y cartón, Envases, Vidrio;2017
08294;2000;NA;NA
08294;2001;NA;NA
08294;2002;NA;NA
08294;2003;NA;NA
08294;2004;NA;NA
08294;2005;NA;NA
08294;2006;NA;NA
08294;2007;NA;NA
08294;2008;NA;NA
08294;2009;NA;NA
08294;2010;NA;NA
08294;2011;NA;NA
08294;2012;NA;NA
08294;2013;NA;NA
08294;2014;NA;NA
08294;2015;NA;NA
08294;2016;NA;NA
08294;2017;NA;NA
08294;2018;NA;NA
08294;2019;NA;NA
08294;2020;NA;NA
08294;2021;NA;NA
08294;2022;NA;NA
08294;2023;NA;NA
17295;2000;NA;NA
17295;2001;NA;NA
17295;2002;NA;NA
17295;2003;NA;NA
17295;2004;NA;NA
17295;2005;NA;NA
17295;2006;NA;NA
17295;2007;NA;NA
17295;2008;NA;NA
17295;2009;NA;NA
17295;2010;NA;NA
17295;2011;NA;NA
17295;2012;NA;NA
17295;2013;NA;NA
17295;2014;NA;NA
17295;2015;NA;NA
17295;2016;NA;NA
17295;2017;NA;NA
17295;2018;NA;NA
17295;2019;NA;NA
17295;2020;NA;NA
17295;2021;NA;NA
17295;2022;NA;NA
17295;2023;NA;NA
43296;2000;NA;NA
43296;2001;NA;NA
43296;2002;NA;NA
43296;2003;NA;NA
43296;2004;NA;NA
43296;2005;NA;NA
43296;2006;NA;NA
43296;2007;NA;NA
43296;2008;NA;NA
43296;2009;NA;NA
43296;2010;NA;NA
43296;2011;NA;NA
43296;2012;NA;NA
43296;2013;NA;NA
43296;2014;NA;NA
43296;2015;NA;NA
43296;2016;NA;NA
43296;2017;NA;NA
43296;2018;NA;NA
43296;2019;NA;NA
43296;2020;NA;NA
43296;2021;NA;NA
43296;2022;NA;NA
43296;2023;NA;NA
17297;2000;NA;2020
17297;2001;NA;2020
17297;2002;NA;2020
17297;2003;NA;2020
17297;2004;NA;2020
17297;2005;NA;2020
17297;2006;NA;2020
17297;2007;NA;2020
17297;2008;NA;2020
17297;2009;NA;2020
17297;2010;NA;2020
17297;2011;NA;2020
17297;2012;NA;2020
17297;2013;NA;2020
17297;2014;NA;2020
17297;2015;NA;2020
17297;2016;NA;2020
17297;2017;NA;2020
17297;2018;NA;2020
17297;2019;NA;2020
17297;2020;Orgánica, Resto;2020
17297;2021;Orgánica, Resto;2020
17297;2022;Orgánica, Papel y cartón, Envases, Vidrio;2020
17297;2023;Orgánica, Papel y cartón, Envases;2020
08298;2000;NA;NA
08298;2001;NA;NA
08298;2002;NA;NA
08298;2003;NA;NA
08298;2004;NA;NA
08298;2005;NA;NA
08298;2006;NA;NA
08298;2007;NA;NA
08298;2008;NA;NA
08298;2009;NA;NA
08298;2010;NA;NA
08298;2011;NA;NA
08298;2012;NA;NA
08298;2013;NA;NA
08298;2014;NA;NA
08298;2015;NA;NA
08298;2016;NA;NA
08298;2017;NA;NA
08298;2018;NA;NA
08298;2019;NA;NA
08298;2020;NA;NA
08298;2021;NA;NA
08298;2022;NA;NA
08298;2023;NA;NA
17299;2000;NA;NA
17299;2001;NA;NA
17299;2002;NA;NA
17299;2003;NA;NA
17299;2004;NA;NA
17299;2005;NA;NA
17299;2006;NA;NA
17299;2007;NA;NA
17299;2008;NA;NA
17299;2009;NA;NA
17299;2010;NA;NA
17299;2011;NA;NA
17299;2012;NA;NA
17299;2013;NA;NA
17299;2014;NA;NA
17299;2015;NA;NA
17299;2016;NA;NA
17299;2017;NA;NA
17299;2018;NA;NA
17299;2019;NA;NA
17299;2020;NA;NA
17299;2021;NA;NA
17299;2022;NA;NA
17299;2023;NA;NA
08300;2000;NA;2008
08300;2001;NA;2008
08300;2002;NA;2008
08300;2003;NA;2008
08300;2004;NA;2008
08300;2005;NA;2008
08300;2006;NA;2008
08300;2007;NA;2008
08300;2008;Orgánica, Resto;2008
08300;2009;Orgánica, Resto;2008
08300;2010;Orgánica, Papel y cartón, Envases, Vidrio;2008
08300;2011;Orgánica, Papel y cartón, Envases;2008
08300;2012;Orgánica, Papel y cartón, Envases, Vidrio;2008
08300;2013;Orgánica, Papel y cartón, Envases, Vidrio;2008
08300;2014;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2015;Orgánica, Papel y cartón, Envases, Vidrio;2008
08300;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2018;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2020;Orgánica, Papel y cartón, Envases, Vidrio;2008
08300;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08300;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08301;2000;NA;2011
08301;2001;NA;2011
08301;2002;NA;2011
08301;2003;NA;2011
08301;2004;NA;2011
08301;2005;NA;2011
08301;2006;NA;2011
08301;2007;NA;2011
08301;2008;NA;2011
08301;2009;NA;2011
08301;2010;NA;2011
08301;2011;Orgánica, Papel y cartón, Envases;2011
08301;2012;Orgánica, Resto;2011
08301;2013;Orgánica, Papel y cartón, Envases;2011
08301;2014;Orgánica, Papel y cartón, Envases;2011
08301;2015;Orgánica, Papel y cartón, Envases;2011
08301;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08301;2017;Orgánica, Papel y cartón, Envases, Vidrio;2011
08301;2018;Orgánica, Papel y cartón, Envases, Vidrio;2011
08301;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08301;2020;Orgánica, Papel y cartón, Envases, Vidrio;2011
08301;2021;Orgánica, Papel y cartón, Envases, Vidrio;2011
08301;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08301;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
25302;2000;NA;NA
25302;2001;NA;NA
25302;2002;NA;NA
25302;2003;NA;NA
25302;2004;NA;NA
25302;2005;NA;NA
25302;2006;NA;NA
25302;2007;NA;NA
25302;2008;NA;NA
25302;2009;NA;NA
25302;2010;NA;NA
25302;2011;NA;NA
25302;2012;NA;NA
25302;2013;NA;NA
25302;2014;NA;NA
25302;2015;NA;NA
25302;2016;NA;NA
25302;2017;NA;NA
25302;2018;NA;NA
25302;2019;NA;NA
25302;2020;NA;NA
25302;2021;NA;NA
25302;2022;NA;NA
25302;2023;NA;NA
08303;2000;NA;2008
08303;2001;NA;2008
08303;2002;NA;2008
08303;2003;NA;2008
08303;2004;NA;2008
08303;2005;NA;2008
08303;2006;NA;2008
08303;2007;NA;2008
08303;2008;Orgánica, Papel y cartón, Envases;2008
08303;2009;Orgánica, Papel y cartón, Envases;2008
08303;2010;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2011;Orgánica, Papel y cartón, Envases;2008
08303;2012;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2013;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2014;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2015;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08303;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08303;2018;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08303;2020;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08303;2021;Orgánica, Papel y cartón, Envases, Vidrio;2008
08303;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2008
08303;2023;Orgánica, Papel y cartón, Envases, Vidrio;2008
08304;2000;NA;2011
08304;2001;NA;2011
08304;2002;NA;2011
08304;2003;NA;2011
08304;2004;NA;2011
08304;2005;NA;2011
08304;2006;NA;2011
08304;2007;NA;2011
08304;2008;NA;2011
08304;2009;NA;2011
08304;2010;NA;2011
08304;2011;Orgánica, Resto;2011
08304;2012;Orgánica, Papel y cartón, Envases;2011
08304;2013;Orgánica, Papel y cartón, Envases;2011
08304;2014;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2015;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2016;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08304;2017;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2018;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2019;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2020;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
08304;2022;Orgánica, Papel y cartón, Envases, Vidrio;2011
08304;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2011
25305;2000;NA;2004
25305;2001;NA;2004
25305;2002;NA;2004
25305;2003;NA;2004
25305;2004;Orgánica, Resto;2004
25305;2005;Orgánica, Resto;2004
25305;2006;Orgánica, Papel y cartón, Envases;2004
25305;2007;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2008;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2009;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2010;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2011;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2012;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2013;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2014;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2015;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2016;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2018;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2020;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2021;Orgánica, Papel y cartón, Envases, Vidrio;2004
25305;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
25305;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2004
08306;2000;NA;NA
08306;2001;NA;NA
08306;2002;NA;NA
08306;2003;NA;NA
08306;2004;NA;NA
08306;2005;NA;NA
08306;2006;NA;NA
08306;2007;NA;NA
08306;2008;NA;NA
08306;2009;NA;NA
08306;2010;NA;NA
08306;2011;NA;NA
08306;2012;NA;NA
08306;2013;NA;NA
08306;2014;NA;NA
08306;2015;NA;NA
08306;2016;NA;NA
08306;2017;NA;NA
08306;2018;NA;NA
08306;2019;NA;NA
08306;2020;NA;NA
08306;2021;NA;NA
08306;2022;NA;NA
08306;2023;NA;NA
08307;2000;NA;2016
08307;2001;NA;2016
08307;2002;NA;2016
08307;2003;NA;2016
08307;2004;NA;2016
08307;2005;NA;2016
08307;2006;NA;2016
08307;2007;NA;2016
08307;2008;NA;2016
08307;2009;NA;2016
08307;2010;NA;2016
08307;2011;NA;2016
08307;2012;NA;2016
08307;2013;NA;2016
08307;2014;NA;2016
08307;2015;NA;2016
08307;2016;Orgánica, Papel y cartón, Envases;2016
08307;2017;Orgánica, Resto;2016
08307;2018;Orgánica, Papel y cartón, Envases, Vidrio;2016
08307;2019;Orgánica, Papel y cartón, Envases;2016
08307;2020;Orgánica, Papel y cartón, Envases, Vidrio;2016
08307;2021;Orgánica, Papel y cartón, Envases, Vidrio;2016
08307;2022;Orgánica, Papel y cartón, Envases, Vidrio;2016
08307;2023;Orgánica, Papel y cartón, Envases, Vidrio;2016
25308;2000;NA;NA
25308;2001;NA;NA
25308;2002;NA;NA
25308;2003;NA;NA
25308;2004;NA;NA
25308;2005;NA;NA
25308;2006;NA;NA
25308;2007;NA;NA
25308;2008;NA;NA
25308;2009;NA;NA
25308;2010;NA;NA
25308;2011;NA;NA
25308;2012;NA;NA
25308;2013;NA;NA
25308;2014;NA;NA
25308;2015;NA;NA
25308;2016;NA;NA
25308;2017;NA;NA
25308;2018;NA;NA
25308;2019;NA;NA
25308;2020;NA;NA
25308;2021;NA;NA
25308;2022;NA;NA
25308;2023;NA;NA
08309;2000;NA;2019
08309;2001;NA;2019
08309;2002;NA;2019
08309;2003;NA;2019
08309;2004;NA;2019
08309;2005;NA;2019
08309;2006;NA;2019
08309;2007;NA;2019
08309;2008;NA;2019
08309;2009;NA;2019
08309;2010;NA;2019
08309;2011;NA;2019
08309;2012;NA;2019
08309;2013;NA;2019
08309;2014;NA;2019
08309;2015;NA;2019
08309;2016;NA;2019
08309;2017;NA;2019
08309;2018;NA;2019
08309;2019;Orgánica, Resto;2019
08309;2020;Orgánica, Resto;2019
08309;2021;Orgánica, Papel y cartón, Envases;2019
08309;2022;Orgánica, Papel y cartón, Envases, Vidrio;2019
08309;2023;Orgánica, Papel y cartón, Envases, Vidrio;2019
43310;2000;NA;NA
43310;2001;NA;NA
43310;2002;NA;NA
43310;2003;NA;NA
43310;2004;NA;NA
43310;2005;NA;NA
43310;2006;NA;NA
43310;2007;NA;NA
43310;2008;NA;NA
43310;2009;NA;NA
43310;2010;NA;NA
43310;2011;NA;NA
43310;2012;NA;NA
43310;2013;NA;NA
43310;2014;NA;NA
43310;2015;NA;NA
43310;2016;NA;NA
43310;2017;NA;NA
43310;2018;NA;NA
43310;2019;NA;NA
43310;2020;NA;NA
43310;2021;NA;NA
43310;2022;NA;NA
43310;2023;NA;NA
25311;2000;NA;NA
25311;2001;NA;NA
25311;2002;NA;NA
25311;2003;NA;NA
25311;2004;NA;NA
25311;2005;NA;NA
25311;2006;NA;NA
25311;2007;NA;NA
25311;2008;NA;NA
25311;2009;NA;NA
25311;2010;NA;NA
25311;2011;NA;NA
25311;2012;NA;NA
25311;2013;NA;NA
25311;2014;NA;NA
25311;2015;NA;NA
25311;2016;NA;NA
25311;2017;NA;NA
25311;2018;NA;NA
25311;2019;NA;NA
25311;2020;NA;NA
25311;2021;NA;NA
25311;2022;NA;NA
25311;2023;NA;NA
17312;2000;NA;NA
17312;2001;NA;NA
17312;2002;NA;NA
17312;2003;NA;NA
17312;2004;NA;NA
17312;2005;NA;NA
17312;2006;NA;NA
17312;2007;NA;NA
17312;2008;NA;NA
17312;2009;NA;NA
17312;2010;NA;NA
17312;2011;NA;NA
17312;2012;NA;NA
17312;2013;NA;NA
17312;2014;NA;NA
17312;2015;NA;NA
17312;2016;NA;NA
17312;2017;NA;NA
17312;2018;NA;NA
17312;2019;NA;NA
17312;2020;NA;NA
17312;2021;NA;NA
17312;2022;NA;NA
17312;2023;NA;NA
08313;2000;NA;NA
08313;2001;NA;NA
08313;2002;NA;NA
08313;2003;NA;NA
08313;2004;NA;NA
08313;2005;NA;NA
08313;2006;NA;NA
08313;2007;NA;NA
08313;2008;NA;NA
08313;2009;NA;NA
08313;2010;NA;NA
08313;2011;NA;NA
08313;2012;NA;NA
08313;2013;NA;NA
08313;2014;NA;NA
08313;2015;NA;NA
08313;2016;NA;NA
08313;2017;NA;NA
08313;2018;NA;NA
08313;2019;NA;NA
08313;2020;NA;NA
08313;2021;NA;NA
08313;2022;NA;NA
08313;2023;NA;NA
08314;2000;NA;NA
08314;2001;NA;NA
08314;2002;NA;NA
08314;2003;NA;NA
08314;2004;NA;NA
08314;2005;NA;NA
08314;2006;NA;NA
08314;2007;NA;NA
08314;2008;NA;NA
08314;2009;NA;NA
08314;2010;NA;NA
08314;2011;NA;NA
08314;2012;NA;NA
08314;2013;NA;NA
08314;2014;NA;NA
08314;2015;NA;NA
08314;2016;NA;NA
08314;2017;NA;NA
08314;2018;NA;NA
08314;2019;NA;NA
08314;2020;NA;NA
08314;2021;NA;NA
08314;2022;NA;NA
08314;2023;NA;NA
08315;2000;NA;2012
08315;2001;NA;2012
08315;2002;NA;2012
08315;2003;NA;2012
08315;2004;NA;2012
08315;2005;NA;2012
08315;2006;NA;2012
08315;2007;NA;2012
08315;2008;NA;2012
08315;2009;NA;2012
08315;2010;NA;2012
08315;2011;NA;2012
08315;2012;Orgánica, Resto;2012
08315;2013;Orgánica, Papel y cartón, Envases;2012
08315;2014;Orgánica, Papel y cartón, Envases, Vidrio;2012
08315;2015;Orgánica, Papel y cartón, Envases, Vidrio;2012
08315;2016;Orgánica, Papel y cartón, Envases;2012
08315;2017;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
08315;2018;Orgánica, Papel y cartón, Envases, Vidrio;2012
08315;2019;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
08315;2020;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
08315;2021;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
08315;2022;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
08315;2023;Orgánica, Papel y cartón, Envases, Vidrio, Resto;2012
08316;2000;NA;NA
08316;2001;NA;NA
08316;2002;NA;NA
08316;2003;NA;NA
08316;2004;NA;NA
08316;2005;NA;NA
08316;2006;NA;NA
08316;2007;NA;NA
08316;2008;NA;NA
08316;2009;NA;NA
08316;2010;NA;NA
08316;2011;NA;NA
08316;2012;NA;NA
08316;2013;NA;NA
08316;2014;NA;NA
08316;2015;NA;NA
08316;2016;NA;NA
08316;2017;NA;NA
08316;2018;NA;NA
08316;2019;NA;NA
08316;2020;NA;NA
08316;2021;NA;NA
08316;2022;NA;NA
08316;2023;NA;NA
08317;2000;NA;NA
08317;2001;NA;NA
08317;2002;NA;NA
08317;2003;NA;NA
08317;2004;NA;NA
08317;2005;NA;NA
08317;2006;NA;NA
08317;2007;NA;NA
08317;2008;NA;NA
08317;2009;NA;NA
08317;2010;NA;NA
08317;2011;NA;NA
08317;2012;NA;NA
08317;2013;NA;NA
08317;2014;NA;NA
08317;2015;NA;NA
08317;2016;NA;NA
08317;2017;NA;NA
08317;2018;NA;NA
08317;2019;NA;NA
08317;2020;NA;NA
08317;2021;NA;NA
08317;2022;NA;NA
08317;2023;NA;NA
08318;2000;NA;NA
08318;2001;NA;NA
08318;2002;NA;NA
08318;2003;NA;NA
08318;2004;NA;NA
08318;2005;NA;NA
08318;2006;NA;NA
08318;2007;NA;NA
08318;2008;NA;NA
08318;2009;NA;NA
08318;2010;NA;NA
08318;2011;NA;NA
08318;2012;NA;NA
08318;2013;NA;NA
08318;2014;NA;NA
08318;2015;NA;NA
08318;2016;NA;NA
08318;2017;NA;NA
08318;2018;NA;NA
08318;2019;NA;NA
08318;2020;NA;NA
08318;2021;NA;NA
08318;2022;NA;NA
08318;2023;NA;NA
08319;2000;NA;NA
08319;2001;NA;NA
08319;2002;NA;NA
08319;2003;NA;NA
08319;2004;NA;NA
08319;2005;NA;NA
08319;2006;NA;NA
08319;2007;NA;NA
08319;2008;NA;NA
