"id_empresa","sector","ccaa","empleados_2020","facturacion_2020_miles","intensidad_idi","running","elegible","anio","post","deduccion_miles","gasto_idi_miles","empleo"
"E02949","Comercio","Andalucia",58,3325.4,0.0239701707891843,-0.0260298292108157,0,2019,0,0,151.863314119482,58
"E02950","TIC","Madrid",54,2185.6,0.0452064321379935,-0.0047935678620065,0,2019,0,0,117.376947723987,53
"E02951","Industria","Madrid",62,1618.2,0.0402141105602034,-0.00978588943979661,0,2019,0,0,135.908905922022,60
"E02952","TIC","Madrid",18,3307.4,0.0484234811436888,-0.00157651885631117,0,2019,0,0,87.9196214599389,17
"E02953","Servicios","Cataluna",22,9189.9,0.0311549882780902,-0.0188450117219098,0,2019,0,0,179.838574792967,21
"E02954","Servicios","Cataluna",45,2834.7,0.0582708984915758,0.00827089849157575,1,2019,0,0,130.515729479855,44
"E02955","Servicios","Madrid",15,2863.1,0.0774943134568876,0.0274943134568876,1,2019,0,0,136.85057206568,13
"E02956","Servicios","Andalucia",27,5193.2,0.0860117451263494,0.0360117451263494,1,2019,0,0,204.154148046306,26
"E02957","Servicios","Andalucia",94,12696.9,0.0724570271773429,0.0224570271773429,1,2019,0,0,218.891704752509,92
"E02958","Industria","Valencia",8,2885.1,0.0879852488998844,0.0379852488998844,1,2019,0,0,118.824571516111,7
"E02959","Industria","Andalucia",17,6155.7,0.0845839349966694,0.0345839349966694,1,2019,0,0,152.04494657062,15
"E02960","Industria","Madrid",48,8434.9,0.0121215882572046,-0.0378784117427954,0,2019,0,0,209.062687883589,47
"E02961","Servicios","Madrid",12,2989.8,0.0269380301851231,-0.0230619698148769,0,2019,0,0,117.240598880507,11
"E02962","TIC","Galicia",78,1349,0.0676459497051743,0.0176459497051743,1,2019,0,0,135.405377880776,76
"E02963","Industria","Valencia",15,4693.9,0.0236966446751674,-0.0263033553248326,0,2019,0,0,124.253340623111,15
"E02964","Industria","Cataluna",255,2201.2,0.0546924617757203,0.0046924617757203,1,2019,0,0,133.746399289267,253
"E02965","Servicios","Pais Vasco",57,6605.3,0.0785517381703681,0.0285517381703681,1,2019,0,0,170.526523998542,56
"E02966","Servicios","Andalucia",18,5527.6,0,-0.05,0,2019,0,0,138.197333679345,16
"E02967","TIC","Galicia",72,3464.9,0.0791197416062885,0.0291197416062885,1,2019,0,0,199.241099431658,71
"E02968","Servicios","Valencia",17,2372.8,0.065917021037956,0.015917021037956,1,2019,0,0,68.849579134934,15
"E02969","Industria","Valencia",50,5125.4,0.0337238240385647,-0.0162761759614353,0,2019,0,0,158.05682594301,48
"E02970","Comercio","Cataluna",36,6669.3,0.0754736945820074,0.0254736945820074,1,2019,0,0,186.602907333734,35
"E02971","TIC","Cataluna",33,1017.2,0.00641982160823119,-0.0435801783917688,0,2019,0,0,138.132601297547,33
"E02972","Industria","Madrid",39,8324.7,0,-0.05,0,2019,0,0,179.155864686807,38
"E02973","Comercio","Valencia",56,47370.8,0.0718056747889992,0.0218056747889992,1,2019,0,0,635.858144120352,56
"E02974","Industria","Madrid",52,2291.6,0.0261188921141978,-0.0238811078858022,0,2019,0,0,126.943391311364,51
"E02975","Servicios","Andalucia",55,4442.6,0.0839342863388461,0.0339342863388461,1,2019,0,0,149.520006094936,53
"E02976","Servicios","Cataluna",98,2528.2,0.0737018641068769,0.0237018641068769,1,2019,0,0,155.729653877365,97
"E02977","TIC","Andalucia",67,5775,0.0842930828091308,0.0342930828091308,1,2019,0,0,169.143161010854,65
"E02978","Industria","Andalucia",28,30148.6,0.0611873793855665,0.0111873793855665,1,2019,0,0,434.240339263533,27
"E02979","Industria","Galicia",123,11724.9,0.0549853117760111,0.0049853117760111,1,2019,0,0,235.895320264097,122
"E02980","Industria","Cataluna",62,4045.9,0.101687723114835,0.0516877231148352,1,2019,0,0,199.023349525021,60
"E02981","TIC","Valencia",34,9849.7,0.024366515890471,-0.025633484109529,0,2019,0,0,196.818538284937,33
"E02982","TIC","Cataluna",54,1131.3,0.0586142905090243,0.00861429050902429,1,2019,0,0,132.001285887612,53
"E02983","Servicios","Pais Vasco",13,6365.7,0.0807246617661435,0.0307246617661435,1,2019,0,0,125.45377688236,13
"E02984","Industria","Pais Vasco",70,3036.6,0.0616365353594018,0.0116365353594018,1,2019,0,0,156.082290878581,68
"E02985","TIC","Madrid",13,1487.7,0.0739879326326321,0.0239879326326321,1,2019,0,0,92.5184621678528,12
"E02986","TIC","Pais Vasco",37,2619.1,0.027694849209014,-0.022305150790986,0,2019,0,0,118.206412138837,37
"E02987","TIC","Valencia",83,2386.1,0.0100194384541932,-0.0399805615458068,0,2019,0,0,137.637968975794,81
"E02988","Comercio","Madrid",20,1475.7,0.0232539719445246,-0.0267460280554754,0,2019,0,0,116.594454699097,18
"E02989","Comercio","Pais Vasco",32,4652.6,0.10218553218594,0.0521855321859398,1,2019,0,0,131.299856729901,31
"E02990","Servicios","Madrid",29,3634.6,0.0486540822991324,-0.00134591770086765,0,2019,0,0,112.536465570291,29
"E02991","Industria","Galicia",11,1410.1,0,-0.05,0,2019,0,0,78.2200772988914,10
"E02992","Industria","Galicia",14,5123.7,0.0905277444615637,0.0405277444615637,1,2019,0,0,167.255540263198,12
"E02993","Servicios","Andalucia",29,6315.9,0.0531839839243268,0.00318398392432675,1,2019,0,0,158.70078829008,28
"E02994","Comercio","Cataluna",94,1760.4,0.0746378299480978,0.0246378299480978,1,2019,0,0,123.742185828175,93
"E02995","TIC","Andalucia",196,3116.8,0.0188516809913307,-0.0311483190086693,0,2019,0,0,150.198933698671,195
"E02996","Servicios","Madrid",31,4736,0.0542081377114145,0.00420813771141451,1,2019,0,0,173.17567503489,29
"E02997","Industria","Pais Vasco",302,6053.4,0.0136562680673111,-0.0363437319326889,0,2019,0,0,219.643516232134,301
"E02998","Industria","Madrid",31,4603.5,0.0387815687763089,-0.0112184312236911,0,2019,0,0,111.683185366269,29
"E02999","Comercio","Andalucia",34,7585.4,0.0800846932127002,0.0300846932127002,1,2019,0,0,183.229467611363,33
"E03000","Industria","Valencia",75,1027.2,0.0616815629592826,0.0116815629592826,1,2019,0,0,119.477239557125,75
"E03001","Comercio","Pais Vasco",31,1539.8,0.0975590901675356,0.0475590901675356,1,2019,0,0,88.6026661183488,31
"E03002","Comercio","Valencia",24,3121.7,0.0572037841556874,0.0072037841556874,1,2019,0,0,101.456922499571,23
"E03003","Servicios","Pais Vasco",74,23357.9,0.0266929638896035,-0.0233070361103965,0,2019,0,0,355.407772579079,74
"E03004","Industria","Madrid",44,891.1,0.0297830207534458,-0.0202169792465542,0,2019,0,0,127.459980295278,42
"E03005","Servicios","Pais Vasco",22,12743.3,0.0358643656325978,-0.0141356343674022,0,2019,0,0,206.381193130809,21
"E03006","Industria","Andalucia",75,13350.4,0.0311340234653111,-0.0188659765346889,0,2019,0,0,272.427776727809,73
"E03007","Comercio","Pais Vasco",17,7512.1,0.0641658591944837,0.0141658591944837,1,2019,0,0,151.129882626412,15
"E03008","TIC","Madrid",39,5928.2,0.0163762029516851,-0.0336237970483149,0,2019,0,0,169.292599266933,38
"E03009","Comercio","Cataluna",64,5818.9,0.103618224778543,0.0536182247785432,1,2019,0,0,178.429785940731,63
"E03010","TIC","Valencia",48,3263.3,0.0165628409798989,-0.0334371590201012,0,2019,0,0,141.026407631819,46
"E03011","Industria","Madrid",294,2184.3,0.0571530470471937,0.00715304704719365,1,2019,0,0,159.213415521374,294
"E03012","Industria","Madrid",85,52071.3,0.0601292184526053,0.0101292184526052,1,2019,0,0,757.092516965909,84
"E03013","Comercio","Galicia",32,2860,0.069169256158196,0.019169256158196,1,2019,0,0,127.380466683183,30
"E03014","TIC","Cataluna",113,3764.4,0.0858332184247647,0.0358332184247647,1,2019,0,0,192.99043150908,112
"E03015","Servicios","Valencia",5,3381.5,0.0282570207001205,-0.0217429792998795,0,2019,0,0,129.056035110645,3
"E03016","Industria","Pais Vasco",63,3222.9,0,-0.05,0,2019,0,0,140.896771715497,63
"E03017","Servicios","Madrid",53,5940.5,0.0912334260578782,0.0412334260578782,1,2019,0,0,163.062019323025,51
"E03018","TIC","Galicia",9,1269.9,0.0639055373137893,0.0139055373137893,1,2019,0,0,121.048323568157,8
"E03019","Comercio","Andalucia",54,25404.3,0.0318306044151127,-0.0181693955848873,0,2019,0,0,393.027998967991,53
"E03020","Servicios","Pais Vasco",48,1843.3,0.0437349055108748,-0.00626509448912518,0,2019,0,0,146.538462526466,47
"E03021","TIC","Pais Vasco",58,2094.7,0.0685654953840158,0.0185654953840158,1,2019,0,0,131.530820497614,57
"E03022","TIC","Cataluna",21,5535.1,0.0154230013643009,-0.0345769986356992,0,2019,0,0,150.82107807364,20
"E03023","Servicios","Galicia",27,8602.3,0.0752199938410451,0.0252199938410451,1,2019,0,0,196.795382072531,26
"E03024","Industria","Pais Vasco",14,5549.1,0.0627053340864955,0.0127053340864955,1,2019,0,0,170.566732969874,12
"E03025","TIC","Galicia",28,1515.2,0.0440552434729722,-0.00594475652702776,0,2019,0,0,116.099962898814,27
"E03026","Servicios","Madrid",114,1621.8,0.074209052409887,0.024209052409887,1,2019,0,0,115.99657625984,112
"E03027","Industria","Andalucia",29,15116.4,0.0410187518565594,-0.0089812481434406,0,2019,0,0,278.813556836028,28
"E03028","Comercio","Madrid",190,14218.9,0.104033418385298,0.0540334183852981,1,2019,0,0,280.712319140169,188
"E03029","Servicios","Cataluna",54,1455.4,0,-0.05,0,2019,0,0,101.628204724223,53
"E03030","Comercio","Valencia",27,7255.7,0.06961415933761,0.01961415933761,1,2019,0,0,175.124383390416,26
"E03031","Servicios","Madrid",9,2056.3,0.00276795356435111,-0.0472320464356489,0,2019,0,0,94.6798569857368,8
"E03032","TIC","Madrid",66,8314.9,0.0618788627552396,0.0118788627552395,1,2019,0,0,249.02580146652,65
"E03033","Industria","Galicia",89,942,0.00325571028455868,-0.0467442897154413,0,2019,0,0,103.864144997649,88
"E03034","Industria","Galicia",175,13872.8,0,-0.05,0,2019,0,0,261.351055359851,174
"E03035","TIC","Galicia",56,912,0.00550052738713672,-0.0444994726128633,0,2019,0,0,107.703708561311,54
"E03036","Servicios","Andalucia",89,2344.2,0.0251560794639769,-0.0248439205360231,0,2019,0,0,113.364887103221,89
"E03037","Servicios","Andalucia",19,1900.6,0.0400937604302548,-0.00990623956974523,0,2019,0,0,135.261121382605,17
"E03038","Industria","Pais Vasco",12,2992.6,0.0376156065514771,-0.0123843934485229,0,2019,0,0,164.858386610656,11
"E03039","Servicios","Cataluna",52,4946.3,0.046472464790939,-0.00352753520906097,0,2019,0,0,186.265548775367,50
"E03040","Comercio","Andalucia",60,5164.1,0.0238000923325996,-0.0261999076674004,0,2019,0,0,152.369669159891,59
"E03041","Servicios","Valencia",46,4648.4,0.108753419831135,0.0587534198311352,1,2019,0,0,151.077638159753,45
"E03042","Industria","Galicia",55,1580.9,0.0482894896013357,-0.00171051039866432,0,2019,0,0,113.585743730463,53
"E03043","TIC","Cataluna",52,2135.5,0.011601012434556,-0.038398987565444,0,2019,0,0,112.262811602794,51
"E03044","Servicios","Pais Vasco",30,3535.5,0.0617817754844366,0.0117817754844366,1,2019,0,0,145.331246803489,28
"E03045","Comercio","Valencia",137,2329.2,0.018327146241651,-0.031672853758349,0,2019,0,0,117.970586740022,137
"E03046","Servicios","Madrid",93,5847.5,0.0912500043420678,0.0412500043420678,1,2019,0,0,147.606000265942,93
"E03047","Industria","Valencia",309,6313.7,0.0971171736062333,0.0471171736062333,1,2019,0,0,234.702290842027,307
"E03048","Industria","Galicia",13,4205,0.0243199076517688,-0.0256800923482312,0,2019,0,0,141.380196827042,11
"E03049","TIC","Pais Vasco",22,2281.6,0.0190335837494849,-0.0309664162505151,0,2019,0,0,134.900435373094,21
"E03050","Industria","Cataluna",31,1702.1,0.088695562863153,0.038695562863153,1,2019,0,0,91.8017519972436,30
"E03051","Comercio","Cataluna",182,3306.9,0.0288252411675054,-0.0211747588324946,0,2019,0,0,176.793080848591,181
"E03052","Comercio","Galicia",11,3699,0.0630537208081403,0.0130537208081403,1,2019,0,0,77.6788234920656,9
"E03053","Comercio","Andalucia",278,1438.9,0.0348246899015597,-0.0151753100984403,0,2019,0,0,142.539684246151,276
"E03054","Servicios","Cataluna",114,9261.8,0.0564809195698888,0.00648091956988882,1,2019,0,0,184.08222081263,113
"E03055","Industria","Cataluna",75,455.9,0.0211938898574792,-0.0288061101425208,0,2019,0,0,126.738133388452,73
"E03056","Servicios","Cataluna",153,2216.1,0.0674553754170269,0.0174553754170269,1,2019,0,0,115.980238293139,152
"E03057","TIC","Cataluna",19,1074.7,0.0223191329176057,-0.0276808670823943,0,2019,0,0,88.5577819368336,18
"E03058","Industria","Cataluna",45,1162.5,0.0214753104935945,-0.0285246895064055,0,2019,0,0,98.4918460128459,45
"E03059","Comercio","Cataluna",45,5538.8,0.0804480292550981,0.0304480292550981,1,2019,0,0,148.412083286579,44
"E03060","Industria","Cataluna",19,2443.4,0.0528383921258335,0.00283839212583346,1,2019,0,0,115.14323480174,18
"E03061","Servicios","Pais Vasco",77,3047.6,0.0832647369001664,0.0332647369001664,1,2019,0,0,143.23296187433,75
"E03062","TIC","Cataluna",76,5974.9,0.0500893622493144,0.0000893622493143911,1,2019,0,0,190.592081765875,74
"E03063","Comercio","Cataluna",25,1445.9,0.0446665454220058,-0.00533345457799423,0,2019,0,0,99.5385276937827,24
"E03064","TIC","Madrid",180,3738.1,0.01749242824429,-0.03250757175571,0,2019,0,0,154.99916656212,179
"E03065","Industria","Valencia",22,1739.3,0.00751764861919884,-0.0424823513808012,0,2019,0,0,129.488580595028,20
"E03066","Industria","Madrid",67,4235.7,0.118063264266651,0.068063264266651,1,2019,0,0,153.094615471598,65
"E03067","TIC","Andalucia",170,12444.8,0.0996605719256922,0.0496605719256922,1,2019,0,0,267.030565929016,168
"E03068","Comercio","Galicia",51,1429.9,0.0526790061974169,0.00267900619741688,1,2019,0,0,118.552978131888,49
"E03069","Servicios","Valencia",68,6783.7,0.0993870029104793,0.0493870029104793,1,2019,0,0,142.444349824792,68
"E03070","Industria","Pais Vasco",26,2481,0.0681003153138064,0.0181003153138064,1,2019,0,0,143.075798002955,25
"E03071","Servicios","Pais Vasco",132,5296.6,0.0101224509368843,-0.0398775490631157,0,2019,0,0,157.22815885924,130
"E03072","TIC","Madrid",36,9724.3,0.0755434043403586,0.0255434043403586,1,2019,0,0,207.115221355318,36
"E03073","Industria","Pais Vasco",26,5177.2,0.0411802524453814,-0.00881974755461862,0,2019,0,0,142.19148207021,25
"E03074","Servicios","Andalucia",220,1030.9,0.0550927940173401,0.00509279401734009,1,2019,0,0,164.623786064566,219
"E03075","Servicios","Madrid",65,20998.2,0.00783330158733526,-0.0421666984126647,0,2019,0,0,292.930412721138,65
"E03076","Servicios","Galicia",92,2947.1,0.00862283399401872,-0.0413771660059813,0,2019,0,0,103.240510038182,91
"E03077","TIC","Galicia",32,2614.6,0.0664357321165241,0.0164357321165241,1,2019,0,0,92.0640717412793,31
"E03078","Servicios","Pais Vasco",20,9501.2,0.0275805382724907,-0.0224194617275093,0,2019,0,0,221.710338873832,19
"E03079","Comercio","Valencia",90,1230.4,0.0758030461667901,0.0258030461667901,1,2019,0,0,118.767055121045,89
"E03080","Industria","Madrid",104,1220.5,0.06109679725156,0.01109679725156,1,2019,0,0,140.698945632743,103
"E03081","TIC","Valencia",35,7347,0.0709490584736927,0.0209490584736927,1,2019,0,0,217.382389892121,33
"E03082","Servicios","Madrid",114,742.5,0.0631136698569223,0.0131136698569223,1,2019,0,0,99.8151410160975,114
"E03083","Industria","Valencia",90,2974.3,0.042591018827769,-0.007408981172231,0,2019,0,0,132.783271987108,89
"E03084","Industria","Valencia",45,1920.8,0.0697089108671739,0.0197089108671739,1,2019,0,0,134.603227589573,44
"E03085","Industria","Andalucia",42,3880.4,0.114901623510998,0.0649016235109977,1,2019,0,0,147.821128148136,40
"E03086","Industria","Pais Vasco",98,16068.6,0.0756878785623923,0.0256878785623923,1,2019,0,0,298.980103704181,97
"E03087","Comercio","Madrid",16,1860.2,0.0365114421758725,-0.0134885578241275,0,2019,0,0,97.221431136126,15
"E03088","Servicios","Cataluna",58,1577.1,0.0546533835178454,0.00465338351784535,1,2019,0,0,121.927012263495,57
"E03089","Industria","Galicia",85,4663.6,0.0721815801529753,0.0221815801529753,1,2019,0,0,193.337210588879,84
"E03090","Servicios","Valencia",25,2289.1,0.0293090390182174,-0.0206909609817826,0,2019,0,0,128.637665838876,23
"E03091","Industria","Pais Vasco",152,5513.8,0.0642362557349954,0.0142362557349954,1,2019,0,0,192.445514758407,152
"E03092","Industria","Valencia",67,3919.9,0.0470835566095951,-0.00291644339040489,0,2019,0,0,84.0861646414593,67
"E03093","TIC","Cataluna",6,6691.2,0.108042119720827,0.058042119720827,1,2019,0,0,134.236594327523,4
"E03094","Comercio","Andalucia",8,5497.2,0.0611407466251082,0.0111407466251082,1,2019,0,0,139.013103464898,6
"E03095","Servicios","Valencia",33,1284.2,0.06106250609054,0.01106250609054,1,2019,0,0,84.3154636755679,32
"E03096","TIC","Madrid",38,3105.5,0.0242317933646018,-0.0257682066353982,0,2019,0,0,141.000954390368,36
"E03097","TIC","Madrid",43,1132.5,0.0127409098940009,-0.0372590901059991,0,2019,0,0,107.229239636754,42
"E03098","Industria","Galicia",20,10720.2,0.0635163383455113,0.0135163383455113,1,2019,0,0,190.825102701286,18
"E03099","Comercio","Cataluna",3,12228.3,0.0752440389867412,0.0252440389867412,1,2019,0,0,234.982498367245,2
"E03100","Servicios","Cataluna",8,1752.1,0.129494822185377,0.0794948221853771,1,2019,0,0,71.6530986845238,6
"E03101","Comercio","Cataluna",11,2405.5,0.0647662250297236,0.0147662250297236,1,2019,0,0,113.610120692462,10
"E03102","Comercio","Galicia",12,8087.1,0.0975464323270728,0.0475464323270728,1,2019,0,0,200.596532220578,12
"E03103","TIC","Andalucia",174,1329.6,0.0360821304873856,-0.0139178695126144,0,2019,0,0,163.93173454892,173
"E03104","Comercio","Cataluna",31,2923.4,0.0600654040919264,0.0100654040919264,1,2019,0,0,153.278020571615,29
"E03105","Servicios","Pais Vasco",65,5069.3,0.0657623956413216,0.0157623956413216,1,2019,0,0,130.292072323189,64
"E03106","TIC","Pais Vasco",10,994.1,0.070712823631035,0.020712823631035,1,2019,0,0,81.9985871708038,9
"E03107","Comercio","Valencia",25,12122.7,0.0237653245179454,-0.0262346754820546,0,2019,0,0,243.347809216958,24
"E03108","Industria","Cataluna",71,8541,0.0490396191213379,-0.000960380878662098,0,2019,0,0,198.508969929354,69
"E03109","Industria","Pais Vasco",42,7963.2,0.0201917735597017,-0.0298082264402984,0,2019,0,0,146.277880454247,40
"E03110","TIC","Galicia",96,3515.9,0.0083967159546931,-0.0416032840453069,0,2019,0,0,158.158763990614,95
"E03111","Comercio","Pais Vasco",28,2965.7,0.0486504106780983,-0.00134958932190171,0,2019,0,0,119.870563460783,28
"E03112","Industria","Valencia",79,3063.5,0.0412239977596143,-0.0087760022403857,0,2019,0,0,128.36069166181,76
"E03113","TIC","Pais Vasco",250,2782.6,0.00854919433659717,-0.0414508056634028,0,2019,0,0,163.735138823573,248
"E03114","Industria","Cataluna",61,3360.1,0.0120522988714173,-0.0379477011285827,0,2019,0,0,123.945288562229,60
"E03115","TIC","Valencia",20,11442,0.011744182939725,-0.038255817060275,0,2019,0,0,204.547222166967,19
"E03116","TIC","Galicia",25,1348.8,0.0348588246618919,-0.0151411753381081,0,2019,0,0,129.819884310147,24
"E03117","TIC","Galicia",25,18273.2,0.0332679156843882,-0.0167320843156119,0,2019,0,0,302.913466733221,24
"E03118","TIC","Cataluna",90,12313.7,0.000915027028314426,-0.0490849729716856,0,2019,0,0,264.054889276832,88
"E03119","Industria","Andalucia",18,1487.6,0.119308396432998,0.0693083964329978,1,2019,0,0,113.248065253172,17
"E03120","Comercio","Cataluna",54,1418.4,0.0776023919389646,0.0276023919389646,1,2019,0,0,106.747299743632,53
"E03121","Comercio","Pais Vasco",37,15314.7,0.0257747894848085,-0.0242252105151915,0,2019,0,0,277.05451739255,36
"E03122","Industria","Cataluna",85,7351.7,0.0321042904006692,-0.0178957095993308,0,2019,0,0,164.527427842402,83
"E03123","Comercio","Valencia",43,3216.4,0.0171334064519375,-0.0328665935480625,0,2019,0,0,127.712326200145,41
"E03124","Industria","Valencia",23,4368.2,0.0369510932818341,-0.0130489067181659,0,2019,0,0,138.439934485076,22
"E03125","Comercio","Andalucia",72,2356.6,0.0770252751051893,0.0270252751051893,1,2019,0,0,112.077277501871,71
"E03126","Comercio","Galicia",36,4687.9,0.0415453982312426,-0.00845460176875741,0,2019,0,0,102.78631575725,35
"E03127","Industria","Valencia",99,3756.5,0,-0.05,0,2019,0,0,163.11293971888,98
"E03128","Servicios","Andalucia",68,920.4,0.0575352970653934,0.0075352970653934,1,2019,0,0,128.052021775271,67
"E03129","Industria","Galicia",14,2380.6,0.0562673414819061,0.00626734148190606,1,2019,0,0,139.062970726548,12
"E03130","Industria","Pais Vasco",130,5890.8,0.0810185195358631,0.0310185195358631,1,2019,0,0,205.175732230311,130
"E03131","TIC","Andalucia",81,2172.3,0.0547597547383907,0.00475975473839067,1,2019,0,0,148.095768041117,80
"E03132","TIC","Madrid",186,3677.2,0.0317460163086294,-0.0182539836913706,0,2019,0,0,172.731405542275,185
"E03133","Industria","Madrid",44,6894.3,0.0506761616676707,0.000676161667670698,1,2019,0,0,142.096259672521,43
"E03134","TIC","Andalucia",29,5011.7,0,-0.05,0,2019,0,0,162.463868492089,28
"E03135","Industria","Galicia",24,7552.2,0.0520596234660426,0.00205962346604259,1,2019,0,0,177.203886387248,24
"E03136","Servicios","Cataluna",11,27626.5,0.0659862666855416,0.0159862666855416,1,2019,0,0,429.621952328569,10
"E03137","Servicios","Valencia",51,834.3,0.0683137107296119,0.0183137107296119,1,2019,0,0,82.2783097236134,48
"E03138","Comercio","Pais Vasco",95,8862.6,0.0514823321156922,0.00148233211569223,1,2019,0,0,184.125599448637,93
"E03139","Industria","Pais Vasco",16,9291.3,0.0733958952572763,0.0233958952572763,1,2019,0,0,215.5218441101,13
"E03140","TIC","Galicia",113,3463.2,0.0131895919892687,-0.0368104080107313,0,2019,0,0,123.996293665737,112
"E03141","TIC","Galicia",25,10877.6,0.0610347276758989,0.0110347276758989,1,2019,0,0,244.472129437861,23
"E03142","Comercio","Andalucia",16,6189.4,0,-0.05,0,2019,0,0,104.605553297061,15
"E03143","Comercio","Valencia",89,9132,0.0794069237032255,0.0294069237032255,1,2019,0,0,191.882133132555,88
"E03144","Servicios","Madrid",64,1349.7,0,-0.05,0,2019,0,0,123.826339152649,63
"E03145","Servicios","Cataluna",19,35612.9,0.0689045398796065,0.0189045398796065,1,2019,0,0,500.508658670624,18
"E03146","Industria","Madrid",10,12217.3,0.0561049735565247,0.00610497355652473,1,2019,0,0,219.860064260662,9
"E03147","TIC","Andalucia",95,18018.8,0.0604678733629536,0.0104678733629536,1,2019,0,0,327.01230524862,94
"E03148","Servicios","Cataluna",39,26796.6,0.0478040178528824,-0.00219598214711765,0,2019,0,0,409.969267518995,36
"E03149","Servicios","Galicia",85,4186.4,0.0756892544367165,0.0256892544367165,1,2019,0,0,158.874670430623,84
"E03150","Comercio","Madrid",69,20394.1,0.0542073856200668,0.00420738562006677,1,2019,0,0,324.570701905465,67
"E03151","Industria","Valencia",9,6456.4,0.0534865656048216,0.00348656560482159,1,2019,0,0,155.471506150536,9
"E03152","Industria","Galicia",75,658.5,0.0980438151662411,0.0480438151662411,1,2019,0,0,99.80977360792,74
"E03153","Servicios","Andalucia",51,3832.5,0.0399132409437205,-0.0100867590562795,0,2019,0,0,135.924652062795,51
"E03154","Servicios","Pais Vasco",26,2414,0.08257381174952,0.03257381174952,1,2019,0,0,110.035992358422,25
"E03155","Servicios","Cataluna",35,1613.7,0.0585010599241527,0.00850105992415272,1,2019,0,0,112.468321942273,34
"E03156","Industria","Madrid",43,1276.3,0.000486282696173179,-0.0495137173038268,0,2019,0,0,134.688051605674,42
"E03157","Comercio","Madrid",35,3869.6,0.0640339441184089,0.0140339441184089,1,2019,0,0,122.902970813933,33
"E03158","TIC","Madrid",28,2357.7,0.0554084807515602,0.0054084807515602,1,2019,0,0,116.458457007731,27
"E03159","Servicios","Valencia",40,23549.1,0.0639533865094982,0.0139533865094982,1,2019,0,0,394.802623385889,38
"E03160","TIC","Valencia",60,1164.3,0.052836349513887,0.00283634951388697,1,2019,0,0,110.917686636171,59
"E03161","Industria","Cataluna",29,14668.6,0.0566591389051135,0.00665913890511348,1,2019,0,0,268.470875601308,28
"E03162","Comercio","Andalucia",34,2874.4,0.0142022582545476,-0.0357977417454524,0,2019,0,0,132.126413102175,33
"E03163","TIC","Madrid",9,2226,0,-0.05,0,2019,0,0,90.1378120860172,7
"E03164","Comercio","Pais Vasco",202,17673.1,0.0407091814490699,-0.00929081855093011,0,2019,0,0,314.94660664784,201
"E03165","Industria","Galicia",137,2989.9,0.0842284897681122,0.0342284897681122,1,2019,0,0,134.571218680718,135
"E03166","Comercio","Valencia",17,1965.5,0.0428939813937515,-0.00710601860624849,0,2019,0,0,130.417431975657,16
"E03167","Servicios","Pais Vasco",149,1874.8,0.0826406948430889,0.0326406948430889,1,2019,0,0,128.055053909366,148
"E03168","Industria","Valencia",82,2438,0.0896798321697031,0.0396798321697031,1,2019,0,0,123.838944630254,81
"E03169","Servicios","Andalucia",13,5479.6,0.0166143825059616,-0.0333856174940384,0,2019,0,0,120.859773362456,12
"E03170","TIC","Andalucia",123,2647.1,0.0933875472592969,0.0433875472592969,1,2019,0,0,152.951590759067,122
"E03171","Industria","Andalucia",15,1903.5,0.0673758297795476,0.0173758297795476,1,2019,0,0,136.499425577963,14
"E03172","Comercio","Galicia",61,14276.4,0.139563974135727,0.0895639741357272,1,2019,0,0,202.715301668869,60
"E03173","Industria","Andalucia",23,4582,0.0690059721700106,0.0190059721700106,1,2019,0,0,133.908206403085,22
"E03174","Industria","Valencia",85,3853.2,0.0643830820302541,0.0143830820302541,1,2019,0,0,148.256157959749,83
"E03175","Comercio","Cataluna",37,4488.4,0.0698027680776639,0.0198027680776639,1,2019,0,0,111.6775290723,35
"E03176","Comercio","Pais Vasco",24,4237.9,0.0417109671910261,-0.00828903280897388,0,2019,0,0,119.121210707998,22
"E03177","Industria","Madrid",20,9261.7,0,-0.05,0,2019,0,0,219.058234373971,19
"E03178","Industria","Valencia",22,2516.8,0.0273756410077693,-0.0226243589922307,0,2019,0,0,121.555438478431,21
"E03179","Servicios","Galicia",296,13648.3,0.0234360397096669,-0.0265639602903331,0,2019,0,0,280.309942250306,295
"E03180","TIC","Valencia",53,7239,0.0693337497243065,0.0193337497243065,1,2019,0,0,181.295914625112,51
"E03181","TIC","Valencia",40,6378.7,0,-0.05,0,2019,0,0,177.74011030251,39
"E03182","Servicios","Madrid",24,6179.7,0.0264308035820808,-0.0235691964179192,0,2019,0,0,158.031301116517,23
"E03183","Servicios","Cataluna",14,4213.5,0.0134543730997281,-0.0365456269002719,0,2019,0,0,131.131918058549,12
"E03184","Comercio","Madrid",56,2313.1,0.00856575409742936,-0.0414342459025706,0,2019,0,0,122.224124130682,55
"E03185","Industria","Madrid",23,3535,0.0804388081609103,0.0304388081609103,1,2019,0,0,119.687697800789,21
"E03186","Comercio","Valencia",68,1657.8,0.00771771338507601,-0.042282286614924,0,2019,0,0,118.988539995173,68
"E03187","TIC","Andalucia",21,6511.4,0.0362857939052022,-0.0137142060947978,0,2019,0,0,177.587239990452,19
"E03188","Industria","Cataluna",707,6562.8,0.0504225564868252,0.000422556486825224,1,2019,0,0,292.407487761133,706
"E03189","Servicios","Cataluna",39,1725.5,0.0226263412011585,-0.0273736587988415,0,2019,0,0,109.689480344838,38
