"id_alumno","sexo","rama","nota_acceso","renta_familiar","creditos_matriculados","edad","beca","creditos_superados","continua_segundo"
"A00995","Mujer","Ciencias",9.71906769125717,26006,60,18,1,60,1
"A00996","Hombre","Ciencias",6.1361725053686,14972,60,20,1,54,0
"A00997","Mujer","Salud",8.40413994184896,57724,60,21,1,54,1
"A00998","Mujer","Humanidades",10.4710087619139,25423,72,18,1,56,1
"A00999","Mujer","Ingenieria",6.98527557208323,37263,60,20,0,40,0
"A01000","Hombre","Sociales",6.77593467906024,29384,60,21,1,55,1
"A01001","Mujer","Salud",7.14950615762747,33999,66,21,1,57,1
"A01002","Mujer","Ciencias",9.46447969061791,46391,60,22,1,43,1
"A01003","Hombre","Sociales",7.92287652087904,47174,60,20,0,37,0
"A01004","Hombre","Sociales",7.80751659009545,18567,54,22,0,44,1
"A01005","Hombre","Humanidades",7.32079236713841,17222,60,18,1,59,1
"A01006","Mujer","Humanidades",7.6705898898193,13042,48,23,1,30,0
"A01007","Mujer","Sociales",6.99268909193505,21312,60,22,1,60,0
"A01008","Mujer","Sociales",7.78488679373843,16594,66,20,1,51,1
"A01009","Hombre","Salud",11.9006487946151,95093,60,21,1,60,1
"A01010","Hombre","Salud",9.61660938839328,20359,60,18,1,59,1
"A01011","Mujer","Salud",8.54292594335493,43113,60,21,0,39,0
"A01012","Hombre","Salud",7.50778312901092,24188,60,20,1,56,1
"A01013","Mujer","Salud",9.62597829838029,28983,60,18,1,60,1
"A01014","Mujer","Sociales",8.76201410633038,13601,60,18,1,38,1
"A01015","Mujer","Humanidades",6.99832339939651,24159,72,20,1,46,0
"A01016","Mujer","Sociales",8.87143484481195,13194,60,18,1,60,1
"A01017","Hombre","Sociales",8.61326687115088,45913,60,20,1,51,0
"A01018","Hombre","Ingenieria",6.5791456687317,23092,60,18,1,53,0
"A01019","Mujer","Salud",9.69353151040121,35542,66,22,1,62,1
"A01020","Mujer","Humanidades",8.20324367733623,42524,54,19,1,50,0
"A01021","Mujer","Ciencias",7.53735413451768,9908,60,18,1,46,0
"A01022","Mujer","Humanidades",8.72170649261511,16920,72,18,0,61,0
"A01023","Mujer","Ciencias",9.38383069325593,15869,66,20,1,51,0
"A01024","Hombre","Ciencias",8.20956163532218,28871,54,19,1,54,1
"A01025","Mujer","Salud",10.8213615939849,13382,60,18,1,60,1
"A01026","Hombre","Ciencias",10.0933762188731,10888,60,23,1,60,1
"A01027","Hombre","Salud",8.6950193833172,31412,60,20,1,53,1
"A01028","Mujer","Sociales",7.19570370223092,44402,48,20,0,42,0
"A01029","Hombre","Salud",7.42194991803876,59385,60,22,0,51,0
"A01030","Mujer","Humanidades",9.51454598521042,22152,60,18,1,60,0
"A01031","Hombre","Ciencias",10.4865595930015,28578,60,19,1,57,1
"A01032","Hombre","Sociales",7.86488813309216,11006,60,19,1,48,1
"A01033","Mujer","Ciencias",10.5702074209981,15525,60,19,1,60,1
"A01034","Hombre","Humanidades",9.46625207804099,24638,72,18,1,63,1
"A01035","Mujer","Ciencias",9.94293378166739,23192,60,18,1,60,0
"A01036","Mujer","Ingenieria",5.94084125205077,21632,60,18,1,50,0
"A01037","Hombre","Salud",10.6691686334485,34575,60,21,1,59,1
"A01038","Mujer","Ciencias",10.4762786864754,17290,60,18,0,60,0
"A01039","Hombre","Ciencias",7.85759729853945,13038,60,20,1,60,0
"A01040","Hombre","Sociales",9.24669838282528,12208,60,27,0,57,1
"A01041","Hombre","Humanidades",9.70852971866279,13690,60,20,0,60,1
"A01042","Mujer","Humanidades",10.3958237744099,38582,60,20,1,50,0
"A01043","Mujer","Salud",10.2526746926137,28246,60,27,1,57,1
"A01044","Hombre","Ingenieria",12.3698991775105,39139,60,18,1,60,1
"A01045","Hombre","Humanidades",9.84050816391527,22264,66,20,0,64,1
"A01046","Hombre","Humanidades",6.92154525771536,47691,60,18,0,46,0
"A01047","Hombre","Humanidades",6.88781989366382,10845,66,27,1,66,0
"A01048","Hombre","Ciencias",5.11236126331309,20076,60,18,1,58,0
"A01049","Hombre","Salud",7.91248779365395,85748,60,19,0,55,0
"A01050","Mujer","Sociales",8.37457837973895,78694,60,19,1,60,1
"A01051","Mujer","Sociales",10.0380243880082,50696,60,18,1,60,0
"A01052","Mujer","Salud",11.1888890164146,19296,48,18,1,48,1
"A01053","Hombre","Sociales",11.6074312761237,53481,54,19,1,54,1
"A01054","Hombre","Salud",8.95021129489633,22695,48,19,1,48,1
"A01055","Hombre","Ingenieria",9.16340012211566,18838,60,20,1,60,1
"A01056","Mujer","Ingenieria",8.60411929052804,95623,60,18,0,56,0
"A01057","Hombre","Ciencias",7.92627522882986,37932,54,18,1,54,1
"A01058","Hombre","Humanidades",6.94343116083938,19965,60,21,1,43,1
"A01059","Mujer","Salud",7.48857421347043,17312,66,20,1,57,1
"A01060","Hombre","Salud",9.47517168488003,43966,60,18,1,58,1
"A01061","Mujer","Salud",8.93663770071359,23186,66,19,1,59,0
"A01062","Hombre","Salud",8.41707443356076,24585,60,19,1,60,1
"A01063","Mujer","Salud",8.09708308352533,18601,54,18,1,54,1
"A01064","Mujer","Salud",7.7868073895963,15094,60,27,1,60,1
"A01065","Mujer","Salud",9.57372611385362,22974,66,23,1,66,1
"A01066","Hombre","Ingenieria",7.19809474985994,19013,60,21,1,60,0
"A01067","Mujer","Sociales",7.84418217288606,28769,54,20,1,52,0
"A01068","Hombre","Ciencias",7.48939303551215,33118,60,18,0,44,1
"A01069","Hombre","Humanidades",8.13287458628269,60675,60,19,0,54,1
"A01070","Mujer","Ciencias",10.0612116889069,30624,60,19,1,60,1
"A01071","Hombre","Ingenieria",8.77379254863406,31182,54,19,1,49,1
"A01072","Hombre","Sociales",9.22747292278758,38850,60,20,1,57,1
"A01073","Hombre","Ciencias",10.6745711710724,13242,60,18,1,60,1
"A01074","Hombre","Sociales",6.4677875114334,40194,54,20,0,36,0
"A01075","Mujer","Ingenieria",6.80447758348841,18801,66,21,1,46,0
"A01076","Hombre","Humanidades",9.92700736473925,11937,54,18,1,54,1
"A01077","Mujer","Humanidades",10.0821273621344,35685,60,19,1,60,1
"A01078","Mujer","Sociales",10.2650615962678,35068,60,20,1,60,1
"A01079","Mujer","Sociales",9.61708355791119,34468,60,21,1,54,1
"A01080","Mujer","Ciencias",8.32238454175288,25567,60,18,0,60,1
"A01081","Mujer","Ciencias",9.06490961694658,37750,48,23,1,48,1
"A01082","Hombre","Ingenieria",12.643802587809,16774,66,18,1,66,1
"A01083","Hombre","Sociales",5,29408,60,21,1,51,1
"A01084","Mujer","Salud",8.57967704855954,7226,60,18,1,60,1
"A01085","Mujer","Sociales",9.64293285213324,23101,48,20,1,48,1
"A01086","Hombre","Ingenieria",8.97090865983339,28113,66,19,1,64,0
"A01087","Hombre","Ciencias",7.10008571354274,20949,66,20,1,33,1
"A01088","Hombre","Ciencias",9.03753904849827,11839,60,18,1,56,1
"A01089","Mujer","Sociales",9.68271874416893,29649,60,20,1,43,1
"A01090","Hombre","Sociales",10.4779440693744,14057,60,18,1,60,1
"A01091","Hombre","Sociales",11.1286634256849,28965,60,19,1,60,0
"A01092","Hombre","Humanidades",7.89613062313166,30496,60,21,1,39,1
"A01093","Mujer","Ingenieria",6.70748142780444,17639,60,24,1,48,0
"A01094","Mujer","Humanidades",5.99979059869826,41360,66,18,1,53,0
"A01095","Hombre","Ciencias",7.69498032265525,20380,60,21,1,53,1
"A01096","Hombre","Sociales",7.11870125903903,36305,60,18,0,49,0
"A01097","Mujer","Ciencias",6.59086520302016,22906,60,18,0,48,1
"A01098","Mujer","Sociales",8.80776139883492,19965,60,20,1,55,1
"A01099","Mujer","Humanidades",9.26300180749639,31540,60,18,0,42,1
"A01100","Mujer","Sociales",9.69779715290151,7397,60,18,1,60,1
"A01101","Mujer","Humanidades",8.92271371219709,18844,60,21,1,60,0
"A01102","Hombre","Humanidades",9.99140918608839,39827,60,18,1,60,1
"A01103","Mujer","Humanidades",5.72694742364451,34271,60,20,1,48,1
"A01104","Mujer","Ciencias",7.56513925427986,34433,60,19,1,60,1
"A01105","Hombre","Humanidades",9.52392978634819,12092,60,19,1,60,1
"A01106","Hombre","Ciencias",7.703146079118,20584,66,18,1,54,0
"A01107","Hombre","Sociales",8.46814515917544,65991,60,18,0,51,1
"A01108","Mujer","Salud",7.20212887173766,16797,60,23,1,49,1
"A01109","Hombre","Sociales",9.67039890727876,32058,60,18,1,60,1
"A01110","Hombre","Sociales",9.96004818717265,19428,60,20,1,59,1
"A01111","Mujer","Ciencias",5.24536364312994,20175,60,18,1,52,1
"A01112","Hombre","Ciencias",8.04230379473115,4635,66,23,1,54,0
"A01113","Mujer","Sociales",10.7105832121649,26903,66,19,1,64,0
"A01114","Mujer","Ingenieria",5.34365398181131,34871,60,19,0,31,0
"A01115","Hombre","Sociales",9.19026669074453,14447,60,18,1,60,1
"A01116","Mujer","Ciencias",6.97440608012884,38943,60,18,1,37,1
"A01117","Mujer","Ingenieria",9.73535378414116,43523,72,20,1,62,0
"A01118","Hombre","Ciencias",10.0008732440526,24086,72,18,1,60,1
"A01119","Mujer","Salud",9.81234484478484,26710,72,23,1,62,0
"A01120","Hombre","Ciencias",9.3959338726643,18276,54,18,1,54,1
"A01121","Hombre","Humanidades",6.94774871406712,10325,60,20,1,40,0
"A01122","Hombre","Ingenieria",9.70177593508522,20937,66,20,1,47,1
"A01123","Hombre","Sociales",5.61331691358234,15423,66,21,1,48,1
"A01124","Hombre","Ingenieria",9.60432944186622,30690,60,18,0,60,1
"A01125","Hombre","Salud",6.45023628588454,10596,60,21,1,58,1
"A01126","Mujer","Sociales",5,23037,72,19,0,34,0
"A01127","Mujer","Sociales",9.86771474204912,48779,54,19,0,54,0
"A01128","Mujer","Sociales",6.76759783853203,24026,60,18,1,44,1
"A01129","Mujer","Humanidades",8.3532724409973,30255,66,18,1,64,0
"A01130","Hombre","Ciencias",6.13397832675276,19438,48,21,1,37,0
"A01131","Mujer","Sociales",6.35756024723243,56925,48,19,0,35,0
"A01132","Hombre","Ingenieria",7.10375311481971,31407,60,23,0,60,1
"A01133","Hombre","Humanidades",6.96484720989232,12661,60,19,1,57,1
"A01134","Hombre","Sociales",10.6425209094036,25637,60,18,1,60,1
"A01135","Mujer","Ciencias",8.39186025375567,18901,66,20,1,60,1
"A01136","Hombre","Humanidades",9.91094385539243,16069,60,20,1,60,1
"A01137","Hombre","Ciencias",9.37121536962074,68601,60,18,0,59,1
"A01138","Hombre","Ciencias",10.3871080792825,16440,66,22,1,63,1
"A01139","Mujer","Ingenieria",7.24640774604912,19317,60,19,1,43,1
"A01140","Hombre","Ingenieria",9.05074918060181,28860,60,20,1,57,1
"A01141","Hombre","Sociales",7.22848888833412,33334,60,25,1,54,0
"A01142","Hombre","Humanidades",12.5794928066945,16073,66,20,1,66,1
"A01143","Mujer","Sociales",7.63741476962663,15469,60,21,1,47,0
"A01144","Hombre","Humanidades",8.02465386741152,32924,66,19,1,56,1
"A01145","Hombre","Humanidades",7.8491557050282,19024,60,24,1,47,1
"A01146","Hombre","Salud",6.26582214298344,19446,60,23,1,54,1
"A01147","Hombre","Ciencias",7.51008758887071,37962,60,19,1,36,1
"A01148","Hombre","Humanidades",8.06431433211649,20409,66,19,1,56,1
"A01149","Hombre","Ingenieria",9.51290663513566,10344,60,21,0,60,1
"A01150","Hombre","Sociales",7.3861692922219,15401,60,19,1,60,1
"A01151","Hombre","Ingenieria",6.73484578698414,23611,60,18,1,58,0
"A01152","Hombre","Humanidades",10.1233059401421,37338,60,23,1,50,1
"A01153","Mujer","Sociales",7.30427596467744,25799,60,20,1,57,1
"A01154","Mujer","Ingenieria",9.23304076456975,28246,60,20,1,60,0
"A01155","Hombre","Ciencias",7.73792510171339,16995,60,20,1,55,0
"A01156","Mujer","Salud",11.3377485692728,36931,60,18,1,60,0
"A01157","Mujer","Ingenieria",9.95468772705915,27793,54,20,1,54,1
"A01158","Hombre","Humanidades",9.45300458830949,27608,60,21,1,60,0
"A01159","Hombre","Humanidades",7.3777271181069,15812,54,20,1,54,1
"A01160","Hombre","Humanidades",9.39599030745076,37735,60,21,0,39,0
"A01161","Hombre","Ingenieria",6.370248543417,26402,60,18,1,49,0
"A01162","Hombre","Ciencias",9.1733145346103,20782,60,18,1,44,0
"A01163","Mujer","Sociales",9.29448143576939,33453,60,19,0,51,1
"A01164","Hombre","Sociales",10.3857513779521,30221,66,18,1,65,1
"A01165","Mujer","Humanidades",7.15503575712135,14506,60,18,1,37,0
"A01166","Hombre","Salud",10.3202324101536,17925,60,21,1,60,1
"A01167","Mujer","Salud",7.74519810123041,21661,66,24,0,60,1
"A01168","Mujer","Ingenieria",8.00812657044846,10478,54,18,0,54,1
"A01169","Hombre","Salud",8.92964348082103,29936,60,22,1,60,0
"A01170","Mujer","Sociales",11.938696410122,23233,60,22,1,57,1
"A01171","Mujer","Ciencias",9.62388875044668,24449,60,19,1,53,1
"A01172","Mujer","Salud",10.376960973614,24662,60,18,1,60,1
"A01173","Hombre","Ingenieria",9.01265765866318,27796,60,18,1,60,1
"A01174","Mujer","Sociales",9.39033389367077,11124,60,18,1,60,1
"A01175","Hombre","Sociales",8.03664686440111,34300,60,20,1,56,0
"A01176","Hombre","Salud",6.3078535631444,19556,60,20,1,57,1
"A01177","Mujer","Ciencias",8.4482945816217,11099,66,20,1,66,0
"A01178","Hombre","Ingenieria",10.5732809060599,22873,60,19,0,58,0
"A01179","Hombre","Sociales",7.55345611158691,17458,66,23,1,57,1
"A01180","Mujer","Sociales",7.41575607544056,24405,60,19,0,47,1
"A01181","Mujer","Sociales",10.0683758394304,52285,60,19,1,60,1
"A01182","Hombre","Salud",7.32676780695888,54252,60,21,0,56,0
"A01183","Mujer","Ciencias",8.80976424540308,57830,60,18,0,57,1
"A01184","Mujer","Sociales",7.40556190997318,35912,72,20,0,57,0
"A01185","Mujer","Sociales",8.19202995743004,13346,66,19,1,39,0
"A01186","Mujer","Salud",10.8850700575878,23159,60,18,1,60,1
"A01187","Hombre","Ingenieria",6.16554192815455,15492,66,19,1,42,1
"A01188","Hombre","Humanidades",9.72719502054535,13015,60,18,1,60,1
"A01189","Hombre","Ingenieria",9.14029548063565,17636,60,20,1,48,1
"A01190","Mujer","Sociales",10.9440461481253,39441,60,24,1,60,0
"A01191","Mujer","Sociales",10.5880648437888,7016,60,22,1,60,1
"A01192","Hombre","Ciencias",10.1044059858845,37572,66,23,1,66,1
"A01193","Hombre","Sociales",11.0412646934331,30895,60,18,1,60,1
"A01194","Mujer","Sociales",9.55617898749126,28754,54,18,1,54,0
"A01195","Mujer","Salud",8.54614747502852,36867,60,21,1,60,0
"A01196","Hombre","Ciencias",11.8652761708787,44446,60,26,1,60,1
"A01197","Hombre","Ciencias",9.2404467148981,32217,60,22,0,57,0
"A01198","Hombre","Salud",8.80917622507768,33515,48,19,0,48,1
"A01199","Hombre","Ciencias",10.8570928458492,9152,60,21,1,60,1
"A01200","Mujer","Sociales",6.15339577736367,31030,60,21,1,54,0
"A01201","Mujer","Ingenieria",9.84571093621507,9240,66,18,1,61,1
"A01202","Mujer","Humanidades",9.47107548206575,50614,60,18,1,60,0
"A01203","Hombre","Salud",6.45682830385721,19724,60,30,1,57,1
"A01204","Mujer","Sociales",8.37324013970722,22751,54,18,1,54,0
"A01205","Mujer","Humanidades",9.991177002542,31512,60,21,1,58,0
"A01206","Hombre","Ingenieria",9.07972998173663,41801,60,20,1,53,0
"A01207","Hombre","Sociales",8.33889326099631,25008,60,18,1,60,1
"A01208","Mujer","Salud",8.0620436872041,20504,60,19,1,59,0
"A01209","Hombre","Sociales",8.60648547758995,47258,54,18,0,47,1
"A01210","Mujer","Sociales",9.30670461213055,10493,60,19,1,60,0
"A01211","Hombre","Salud",7.03208128158072,27067,66,18,1,42,1
"A01212","Mujer","Salud",10.8706189548144,25483,54,19,1,47,1
"A01213","Hombre","Sociales",8.90261645083363,28349,72,19,1,55,1
"A01214","Hombre","Ingenieria",7.82875504800359,51771,60,18,1,59,0
"A01215","Hombre","Sociales",8.67674470449769,9552,60,18,1,60,1
"A01216","Mujer","Salud",9.75319981042501,40962,60,26,1,60,1
"A01217","Mujer","Ciencias",8.62305034110972,46121,60,19,0,44,0
"A01218","Mujer","Ciencias",10.4829698345923,48463,60,20,1,60,1
"A01219","Mujer","Humanidades",8.42123567950915,53464,54,29,0,47,0
"A01220","Hombre","Humanidades",8.45265274201878,11040,54,18,1,45,1
"A01221","Mujer","Ciencias",5.07119196175558,22269,48,19,1,41,0
"A01222","Hombre","Salud",9.26199807969835,24092,60,18,0,54,0
"A01223","Mujer","Ingenieria",8.30944907271209,32745,54,18,1,54,1
"A01224","Hombre","Humanidades",6.55257068896639,32196,60,19,1,60,1
"A01225","Hombre","Humanidades",10.2981705451896,20799,66,18,1,65,0
"A01226","Mujer","Salud",8.27891588043495,23168,60,21,1,60,1
"A01227","Mujer","Salud",7.98633785500721,15847,54,22,0,54,0
"A01228","Hombre","Ciencias",7.16077227744786,16458,66,18,0,61,0
"A01229","Hombre","Salud",10.5784751449559,39837,60,18,1,60,1
"A01230","Hombre","Humanidades",6.75516760100508,24790,60,19,1,51,0
"A01231","Mujer","Salud",11.024052734144,13549,66,18,1,62,1
"A01232","Mujer","Sociales",8.05127341433547,26062,60,18,1,60,1
"A01233","Hombre","Ciencias",6.053145163127,16155,54,20,1,52,0
"A01234","Mujer","Salud",11.3702310522941,16630,48,21,1,48,1
"A01235","Mujer","Salud",7.78813970589661,19726,60,18,1,60,1
"A01236","Mujer","Humanidades",7.30279369250744,27676,60,18,1,49,0
"A01237","Hombre","Salud",8.51112715373869,14465,60,20,1,60,1
"A01238","Hombre","Salud",8.30676655895211,25562,60,19,1,45,1
"A01239","Hombre","Sociales",10.1792190825277,30429,60,18,1,60,1
"A01240","Mujer","Humanidades",8.75666807489511,12610,60,21,1,60,0
"A01241","Mujer","Ingenieria",7.79532156850055,31229,54,21,1,45,0
"A01242","Hombre","Salud",8.15935266761024,23918,48,18,1,48,0
"A01243","Mujer","Humanidades",8.4488805094986,15708,60,19,1,60,1
"A01244","Mujer","Sociales",9.26281994588438,46038,54,19,1,54,1
"A01245","Hombre","Sociales",10.27484506049,60959,60,18,1,42,1
"A01246","Mujer","Salud",10.4574176374613,36920,72,20,1,63,1
"A01247","Hombre","Ingenieria",10.6933424225515,19382,66,18,1,65,1
"A01248","Mujer","Humanidades",6.89103740204869,37169,54,19,0,54,0
"A01249","Hombre","Ingenieria",6.88334551158011,19674,54,19,1,38,1
"A01250","Hombre","Sociales",7.91432290844035,51348,60,18,0,49,1
"A01251","Mujer","Ciencias",8.9760015537614,24542,60,21,1,59,1
"A01252","Mujer","Ciencias",8.34398176620943,35423,66,18,1,49,1
"A01253","Hombre","Salud",5.59605275776347,30048,48,18,1,48,0
"A01254","Mujer","Salud",8.01190069807863,22609,54,20,1,53,1
"A01255","Hombre","Ciencias",8.17780678234992,20838,60,20,1,60,1
"A01256","Mujer","Sociales",9.54641508915249,15612,66,22,1,58,1
"A01257","Hombre","Humanidades",10.5106423545545,34944,60,28,1,57,1
"A01258","Mujer","Humanidades",7.08404837662215,21195,60,24,1,50,0
"A01259","Mujer","Sociales",9.84056379732023,56778,60,21,1,57,0
"A01260","Hombre","Ciencias",12.1672451629412,26367,48,18,1,48,1
"A01261","Mujer","Humanidades",5.84872350299214,24966,60,25,0,44,0
"A01262","Mujer","Ingenieria",11.5066608249526,34780,60,18,0,60,1
"A01263","Hombre","Humanidades",9.07391960768636,10360,60,22,1,43,1
"A01264","Mujer","Sociales",7.22114024316674,22671,66,20,1,57,0
"A01265","Hombre","Ingenieria",6.09415756065976,21786,60,21,1,55,1
"A01266","Hombre","Salud",9.6909804273403,7557,60,19,1,60,0
"A01267","Mujer","Ciencias",8.95757000699857,85098,60,28,1,55,0
"A01268","Mujer","Ciencias",5,36776,66,27,1,49,0
"A01269","Hombre","Salud",10.5692920584195,17291,54,19,1,54,0
"A01270","Mujer","Humanidades",5,31551,66,18,0,35,0
"A01271","Mujer","Ciencias",5.84410174065865,49078,54,18,1,41,0
"A01272","Hombre","Ciencias",8.41590971461613,15275,60,19,1,55,0
"A01273","Hombre","Salud",5.90507427930324,10569,66,19,1,62,0
"A01274","Mujer","Ciencias",10.6969277655148,32507,60,19,1,60,1
"A01275","Mujer","Salud",10.1769122922425,21717,66,23,1,62,1
"A01276","Hombre","Humanidades",7.22623871134012,41152,60,18,1,48,0
"A01277","Hombre","Humanidades",7.91498010804405,24211,54,18,1,52,1
"A01278","Mujer","Ingenieria",7.98639699915571,17330,60,18,1,54,1
"A01279","Hombre","Sociales",7.48061346301322,8206,60,18,1,60,1
"A01280","Mujer","Humanidades",8.67501370659925,21875,66,21,1,44,1
"A01281","Hombre","Humanidades",8.54619227732112,35459,60,23,1,58,1
"A01282","Mujer","Ciencias",6.80598661637165,27177,72,19,0,53,1
"A01283","Mujer","Salud",8.66964480487007,48153,60,18,0,46,0
"A01284","Mujer","Sociales",8.39962316141717,22557,60,22,1,53,1
"A01285","Mujer","Sociales",7.66469831363638,28850,60,19,1,56,1
"A01286","Hombre","Sociales",10.0693937515634,27863,60,21,0,60,1
"A01287","Mujer","Humanidades",8.73927086835352,34425,60,18,0,59,1
"A01288","Hombre","Ciencias",10.4750204800942,50070,54,18,1,48,1
"A01289","Hombre","Humanidades",9.97871707154876,27886,60,22,1,60,1
"A01290","Mujer","Sociales",11.9416642912032,30363,60,18,1,60,1
"A01291","Hombre","Sociales",8.52909783104917,12612,60,22,0,40,0
"A01292","Mujer","Salud",7.83638004222593,33069,60,24,1,47,1
"A01293","Mujer","Ciencias",7.49948105681288,20847,60,19,0,56,0
"A01294","Mujer","Ingenieria",6.09139842305393,17793,66,18,1,45,1
"A01295","Hombre","Ingenieria",11.6671272419973,47347,60,18,0,60,0
"A01296","Hombre","Ingenieria",7.29828595906952,21279,72,22,1,44,0
"A01297","Mujer","Salud",11.1792284859846,9131,60,27,1,60,1
"A01298","Mujer","Ciencias",8.47539136240708,17772,60,19,1,60,1
"A01299","Hombre","Sociales",8.72710339083611,9628,60,21,1,48,1
"A01300","Hombre","Humanidades",8.11630558705716,40228,66,18,1,56,1
"A01301","Mujer","Ingenieria",10.0558009787291,52162,66,21,0,66,1
"A01302","Hombre","Sociales",7.15735545888451,30914,72,21,1,61,0
"A01303","Hombre","Salud",10.6123538336602,10194,60,18,1,60,1
"A01304","Hombre","Humanidades",11.5037230526471,28211,66,19,1,66,1
"A01305","Hombre","Humanidades",7.18618566809301,25808,60,18,1,51,1
"A01306","Mujer","Ciencias",7.68349508055536,20413,66,18,1,48,0
"A01307","Mujer","Salud",9.93803415695629,13855,60,25,0,60,1
"A01308","Hombre","Salud",9.00817489006485,17731,60,18,1,57,1
"A01309","Mujer","Ingenieria",9.78255367303079,42443,66,27,0,58,1
"A01310","Hombre","Sociales",10.1423486334713,28494,54,22,1,54,1
"A01311","Hombre","Sociales",10.1267409429614,78048,60,18,1,45,1
"A01312","Mujer","Humanidades",6.59773422747373,39097,60,19,1,51,0
"A01313","Mujer","Humanidades",7.45851862003983,16788,60,22,1,37,1
"A01314","Hombre","Ciencias",8.84860484347284,16822,72,23,1,63,1
"A01315","Mujer","Sociales",9.09422329930798,31824,60,18,1,60,1
"A01316","Mujer","Salud",12.0103966511331,29142,72,23,1,68,1
"A01317","Hombre","Ciencias",9.04230831649698,9599,66,20,1,65,1
"A01318","Hombre","Humanidades",11.4574811361968,43102,60,22,1,60,1
"A01319","Mujer","Humanidades",8.50879407210993,9095,60,21,1,56,0
"A01320","Mujer","Sociales",6.84840669114238,70165,60,18,0,37,0
"A01321","Mujer","Salud",11.097403072595,6324,60,20,1,57,1
"A01322","Mujer","Salud",5.5903004289833,22040,60,19,0,35,0
"A01323","Hombre","Humanidades",10.4156735837716,40355,60,18,1,56,1
"A01324","Hombre","Salud",5,46548,60,18,0,33,0
"A01325","Mujer","Salud",10.9739200861705,29537,60,23,1,56,1
"A01326","Mujer","Ingenieria",8.36782368859939,27327,60,20,1,42,1
"A01327","Hombre","Sociales",8.05752557038129,33978,66,20,1,52,0
"A01328","Mujer","Salud",7.76649654743469,18357,66,19,1,46,1
"A01329","Hombre","Ingenieria",6.73933192452774,66544,66,20,0,66,0
"A01330","Mujer","Humanidades",7.82079042649899,63991,60,18,0,45,0
"A01331","Hombre","Salud",8.60544676866288,21103,60,20,1,60,1
"A01332","Mujer","Ingenieria",9.99492022398586,14929,60,18,1,60,1
"A01333","Mujer","Ingenieria",9.99096122581592,60644,66,19,1,66,1
"A01334","Hombre","Salud",10.6449515727916,47860,54,18,1,54,0
"A01335","Mujer","Salud",8.53566787599404,19831,54,18,1,50,0
"A01336","Mujer","Ingenieria",9.88745097627272,56081,66,30,1,66,0
"A01337","Hombre","Salud",7.39283574612724,29472,60,20,1,59,0
"A01338","Hombre","Sociales",9.55272341667554,33749,60,18,1,60,1
"A01339","Mujer","Ingenieria",5.79899525996311,26393,60,24,1,30,1
"A01340","Mujer","Humanidades",8.79497048343947,26438,48,20,1,48,1
"A01341","Mujer","Salud",8.45312221545686,15810,60,26,1,60,1
"A01342","Hombre","Humanidades",9.45038563737151,33258,66,20,1,61,1
"A01343","Hombre","Ingenieria",5,38313,66,18,0,43,1
"A01344","Hombre","Salud",7.51198221433051,62934,72,24,0,41,0
"A01345","Mujer","Ingenieria",10.0041787300231,15107,60,20,1,55,1
"A01346","Mujer","Ciencias",8.67728817407784,42672,60,24,1,60,1
"A01347","Mujer","Ciencias",10.2349147604039,36858,60,25,0,60,1
"A01348","Hombre","Salud",6.81030459755939,23819,60,18,0,41,1
"A01349","Mujer","Salud",8.07638194347069,57076,66,20,1,50,0
"A01350","Mujer","Ingenieria",11.9097739607383,46028,60,26,1,60,1
"A01351","Hombre","Humanidades",6.86133794004488,74427,54,18,0,26,0
"A01352","Hombre","Salud",9.32856467351224,29371,60,21,1,60,0
"A01353","Mujer","Ingenieria",8.43606435089153,25981,66,18,1,66,0
"A01354","Mujer","Humanidades",7.47483991808073,20187,60,23,1,44,0
"A01355","Hombre","Ciencias",7.93492869226125,12574,66,19,1,66,0
"A01356","Hombre","Salud",8.97791068797962,24442,72,19,1,51,1
"A01357","Mujer","Humanidades",7.924686444742,26076,60,19,1,50,1
"A01358","Hombre","Ingenieria",7.29446136393562,45601,60,19,0,39,0
"A01359","Mujer","Sociales",10.3904907886534,26696,66,25,1,57,1
"A01360","Hombre","Sociales",9.46155499707033,19052,72,18,1,57,1
"A01361","Mujer","Ciencias",10.2105073365404,14676,60,19,1,60,1
"A01362","Hombre","Sociales",9.76836887495667,47756,60,18,1,60,1
"A01363","Mujer","Sociales",8.84095087912948,24086,72,22,1,50,1
"A01364","Hombre","Sociales",7.4052462685991,19815,60,20,1,53,1
"A01365","Hombre","Sociales",9.78531558556907,26100,60,19,1,60,1
"A01366","Hombre","Humanidades",5,10365,48,19,1,32,1
"A01367","Hombre","Ciencias",11.5425115974618,30281,60,18,1,60,1
"A01368","Hombre","Ingenieria",8.11535372989706,14988,54,19,1,54,1
"A01369","Hombre","Humanidades",10.7999234007243,18824,66,18,1,66,1
"A01370","Hombre","Ciencias",9.31164043874787,14120,72,18,1,47,1
"A01371","Hombre","Sociales",8.779797979727,17192,60,18,0,40,0
"A01372","Mujer","Sociales",8.03803198811279,26357,60,18,1,52,0
"A01373","Mujer","Ingenieria",7.98337726215448,27410,66,18,0,56,0
"A01374","Mujer","Sociales",9.30567005939302,21435,60,19,1,57,0
"A01375","Mujer","Sociales",9.31988370498174,38534,60,20,1,59,0
"A01376","Mujer","Sociales",10.6258817480146,11618,60,21,1,60,1
"A01377","Hombre","Salud",9.8057503320025,24252,72,18,1,68,1
