"id_empresa","ccaa","sector","tamano","empleados_base","endeudamiento_base","anio_apoyo","anio","tratamiento","event_time","empleo","credito_miles","tipo_interes"
"P01015","Andalucia","Comercio","micro",17,0.734941017005651,2022,2018,0,-4,19,112.352096950083,4.29572655887662
"P01016","Cataluna","TIC","pequena",32,0.213304010480977,2020,2018,0,-2,40,368.688515452458,5.15103790091416
"P01017","Madrid","Servicios profesionales","micro",22,0.28325843699516,Inf,2018,0,NA,25,199.995138952849,5.11108361525602
"P01018","Pais Vasco","Hosteleria","pequena",11,0.560980045637297,2020,2018,0,-2,16,232.604470959657,5.25879464038076
"P01019","Andalucia","Comercio","pequena",63,0.394208373182939,Inf,2018,0,NA,68,504.821362939572,4.84902090292078
"P01020","Pais Vasco","Comercio","pequena",56,0.437449434558312,2023,2018,0,-5,51,339.916646002825,4.24159983174736
"P01021","Pais Vasco","Hosteleria","pequena",13,0.735268710311313,Inf,2018,0,NA,12,202.819937832028,4.51815632760458
"P01022","Cataluna","Comercio","micro",54,0.47929692235614,Inf,2018,0,NA,50,232.513643734767,3.98139813954548
"P01023","Cataluna","Comercio","micro",22,0.426220808031768,2022,2018,0,-4,17,251.462152012168,4.22725650542
"P01024","Cataluna","Servicios profesionales","mediana",19,0.437935193812857,Inf,2018,0,NA,23,243.063428517401,4.35289759660377
"P01025","Castilla y Leon","TIC","pequena",28,0.594388979382543,2021,2018,0,-3,28,170.468804530436,3.71563180407338
"P01026","Cataluna","Servicios profesionales","micro",6,0.821228347631205,2022,2018,0,-4,7,180.747569716529,4.81168535128848
"P01027","Pais Vasco","Manufacturas","pequena",16,0.776487601292917,2021,2018,0,-3,21,315.550539352364,4.23134123773835
"P01028","Andalucia","Servicios profesionales","pequena",18,0.440879812814503,Inf,2018,0,NA,14,262.158605139847,4.01456049470365
"P01029","Valencia","Manufacturas","pequena",19,0.489148665311159,Inf,2018,0,NA,19,221.751768359524,4.32524165816149
"P01030","Valencia","Hosteleria","micro",30,0.232884188644838,2022,2018,0,-4,32,191.851793554506,4.21933570403701
"P01031","Castilla y Leon","Manufacturas","micro",11,0.57608971959233,2022,2018,0,-4,15,146.215841094919,3.91198711289382
"P01032","Pais Vasco","TIC","micro",9,0.473402262170576,Inf,2018,0,NA,10,225.37847242922,4.38792589613627
"P01033","Castilla y Leon","Comercio","pequena",18,0.633872125375004,2021,2018,0,-3,18,116.095137548376,3.9721298828888
"P01034","Madrid","Manufacturas","pequena",16,0.341100830521613,2023,2018,0,-5,14,87.7426584371128,3.30004498758046
"P01035","Madrid","TIC","micro",5,0.478439922658225,Inf,2018,0,NA,7,60.3127144666685,4.10102504302623
"P01036","Castilla y Leon","TIC","micro",8,0.683246263406303,Inf,2018,0,NA,3,86.3834466224003,4.45694704366864
"P01037","Pais Vasco","Servicios profesionales","pequena",36,0.48292879373814,Inf,2018,0,NA,35,372.856403320143,3.50158017201658
"P01038","Pais Vasco","TIC","micro",27,0.672472287989648,2020,2018,0,-2,24,269.739366725282,4.44508826705369
"P01039","Madrid","Hosteleria","pequena",6,0.441973228508919,2021,2018,0,-3,12,175.473691648667,5.05650931554471
"P01040","Cataluna","Comercio","micro",19,0.498701867059873,2020,2018,0,-2,22,87.0500471781211,4.31348438283582
"P01041","Valencia","Manufacturas","pequena",11,0.696626487725697,2020,2018,0,-2,9,141.496254374124,4.03911975778827
"P01042","Andalucia","Comercio","mediana",4,0.783016670351845,Inf,2018,0,NA,6,156.116033741596,4.84721500082222
"P01043","Valencia","TIC","micro",112,0.554940981147624,2021,2018,0,-3,117,829.774640479373,3.50089031472251
"P01044","Cataluna","TIC","pequena",38,0.604567128197885,Inf,2018,0,NA,43,273.675794090741,4.95791627062735
"P01045","Pais Vasco","Manufacturas","micro",4,0.582587434700703,Inf,2018,0,NA,4,118.559612497485,3.29709921068928
"P01046","Andalucia","Manufacturas","micro",17,0.392149306991881,2020,2018,0,-2,13,240.930753027975,4.372041456975
"P01047","Valencia","Hosteleria","pequena",21,0.0989809084920673,Inf,2018,0,NA,27,132.221805432823,3.64798522746672
"P01048","Pais Vasco","Comercio","micro",5,0.596607582201843,2021,2018,0,-3,5,164.630231582844,3.45215734562267
"P01049","Andalucia","Manufacturas","mediana",13,0.750985838566827,2020,2018,0,-2,19,165.495529825416,4.49473387844895
"P01050","Castilla y Leon","Hosteleria","micro",36,0.213476025179294,2020,2018,0,-2,34,279.62276146995,4.37595261666274
"P01051","Cataluna","Hosteleria","micro",20,0.548194054797017,Inf,2018,0,NA,28,169.576602511506,3.75052491477647
"P01052","Valencia","Servicios profesionales","micro",56,0.618665757394353,Inf,2018,0,NA,51,584.861238422437,3.77551427217723
"P01053","Madrid","Servicios profesionales","pequena",2,0.545445838853608,Inf,2018,0,NA,4,125.403006508648,4.13211308456758
"P01054","Cataluna","Comercio","micro",29,0.606356499214799,Inf,2018,0,NA,30,159.189160986129,4.61430331815927
"P01055","Valencia","Hosteleria","micro",53,0.82522607155602,2020,2018,0,-2,56,422.351867242114,4.03750250668112
"P01056","Madrid","TIC","pequena",9,0.60856279304078,Inf,2018,0,NA,4,171.904496412712,3.83292696714337
"P01057","Andalucia","Hosteleria","pequena",17,0.65203487454322,Inf,2018,0,NA,14,375.524646793075,4.47394713190447
"P01058","Andalucia","TIC","pequena",5,0.490290836332198,Inf,2018,0,NA,10,247.196430858128,4.26654215854617
"P01059","Valencia","Hosteleria","micro",9,0.332143727604974,2021,2018,0,-3,3,35.3255505859127,4.61500499899127
"P01060","Pais Vasco","Servicios profesionales","mediana",30,0.73350005617475,Inf,2018,0,NA,43,290.331707067405,5.1081942996226
"P01061","Madrid","Comercio","micro",14,0.438739449383641,Inf,2018,0,NA,16,206.920980110222,5.01459233185629
"P01062","Castilla y Leon","TIC","micro",37,0.403683967217574,Inf,2018,0,NA,43,430.534137557139,4.1216042284703
"P01063","Valencia","Manufacturas","pequena",9,0.414151117254252,Inf,2018,0,NA,13,255.650426348115,4.22805979093019
"P01064","Pais Vasco","Comercio","pequena",16,0.627378732864195,Inf,2018,0,NA,17,103.761551123612,4.88309402526675
"P01065","Madrid","TIC","micro",10,0.361959224793025,Inf,2018,0,NA,8,168.197103182162,4.99726246183572
"P01066","Valencia","Hosteleria","pequena",16,0.673188664460998,2020,2018,0,-2,18,225.917840381304,4.06643768989945
"P01067","Andalucia","Hosteleria","mediana",25,0.688563105769684,2023,2018,0,-5,33,170.771578019481,3.71622129589433
"P01068","Pais Vasco","Comercio","micro",8,0.504950709565289,Inf,2018,0,NA,1,65.3837053390525,4.88786522798482
"P01069","Andalucia","Hosteleria","mediana",26,0.74623354877507,2020,2018,0,-2,33,184.902983584994,4.5818180986841
"P01070","Valencia","Manufacturas","pequena",19,0.525173593874313,2023,2018,0,-5,17,274.516290859384,3.97197756211968
"P01071","Pais Vasco","Hosteleria","micro",5,0.219129110996468,Inf,2018,0,NA,5,194.982754785895,4.25996747212888
"P01072","Andalucia","Hosteleria","pequena",22,0.73857003147771,Inf,2018,0,NA,24,280.493199897868,4.7425038597444
"P01073","Valencia","Hosteleria","pequena",6,0.578632297038623,2022,2018,0,-4,3,78.761845909689,3.88783506733016
"P01074","Valencia","Servicios profesionales","micro",25,0.508314953592957,2022,2018,0,-4,25,238.076498269469,3.9874848614411
"P01075","Castilla y Leon","Manufacturas","micro",22,0.510551685447956,2021,2018,0,-3,25,116.000225793775,4.00842489359146
"P01076","Andalucia","Comercio","micro",13,0.61050898961531,2023,2018,0,-5,13,264.266187620802,4.6762891668302
"P01077","Andalucia","Hosteleria","micro",6,0.15872694835117,Inf,2018,0,NA,4,77.366909974872,3.5914953619138
"P01078","Pais Vasco","Servicios profesionales","mediana",10,0.471237614690668,2020,2018,0,-2,16,285.008081864516,4.54998032203247
"P01079","Cataluna","TIC","pequena",38,0.653909665029105,2021,2018,0,-3,37,357.066283868538,3.82798097590975
"P01080","Valencia","Hosteleria","pequena",39,0.685935171822473,2023,2018,0,-5,39,366.495352101785,4.13135600893499
"P01081","Andalucia","Manufacturas","micro",7,0.413727102909095,Inf,2018,0,NA,13,170.658635663619,4.18002842706204
"P01082","Cataluna","Servicios profesionales","micro",7,0.569053327680763,2023,2018,0,-5,7,11.518394791765,4.40373396976314
"P01083","Cataluna","TIC","pequena",39,0.780068622118265,2020,2018,0,-2,43,338.633746060671,5.00616092112477
"P01084","Castilla y Leon","Hosteleria","micro",22,0.694736045691859,2022,2018,0,-4,20,267.29202676778,5.25357024183059
"P01085","Cataluna","TIC","micro",76,0.337457994573799,2023,2018,0,-5,76,486.400354981558,4.60388884083727
"P01086","Madrid","Manufacturas","pequena",17,0.649621118015586,Inf,2018,0,NA,30,302.294481100947,4.10106730300336
"P01087","Madrid","Comercio","micro",20,0.720861260232345,2023,2018,0,-5,21,275.825346919896,4.62438292328754
"P01088","Valencia","Hosteleria","micro",37,0.424452772303241,Inf,2018,0,NA,36,293.11499414437,3.93789897035868
"P01089","Madrid","Servicios profesionales","micro",33,0.628030442509414,Inf,2018,0,NA,30,324.19975371276,4.12637884156814
"P01090","Castilla y Leon","Hosteleria","pequena",14,0.531559035686529,2023,2018,0,-5,17,114.528395258296,4.4777808997212
"P01091","Cataluna","Servicios profesionales","pequena",120,0.306246300358601,2023,2018,0,-5,126,809.408976238768,4.76601891524642
"P01092","Valencia","Manufacturas","micro",25,0.88942075584194,2021,2018,0,-3,24,222.093730448276,4.55390199723106
"P01093","Pais Vasco","Manufacturas","micro",7,0.529085107572349,2020,2018,0,-2,8,212.994635723536,4.24835294291221
"P01094","Castilla y Leon","Servicios profesionales","micro",26,0.830814148035036,2022,2018,0,-4,28,134.268095912587,4.10813652379552
"P01095","Valencia","Hosteleria","pequena",9,0.695916080908968,2022,2018,0,-4,10,220.127314492783,4.35018820351287
"P01096","Castilla y Leon","Hosteleria","mediana",20,0.695177083186816,2022,2018,0,-4,21,203.268017504749,3.46015902699227
"P01097","Madrid","Servicios profesionales","mediana",10,0.735002630228333,2022,2018,0,-4,21,170.715592505436,4.35558439188333
"P01098","Castilla y Leon","TIC","mediana",23,0.307101789613704,Inf,2018,0,NA,33,276.925415592631,4.35373664625665
"P01099","Pais Vasco","Hosteleria","pequena",18,0.316207533196453,Inf,2018,0,NA,13,259.777899269727,4.08764975459295
"P01100","Pais Vasco","Manufacturas","mediana",19,0.615592297183367,Inf,2018,0,NA,23,143.758495296571,4.4007585366722
"P01101","Madrid","TIC","pequena",8,0.472554207263865,2020,2018,0,-2,9,142.169286976564,4.86355503911668
"P01102","Valencia","Manufacturas","micro",23,0.315393070236199,2022,2018,0,-4,27,255.693110582712,4.06144158084454
"P01103","Pais Vasco","Hosteleria","pequena",7,0.59337909455201,Inf,2018,0,NA,9,267.200265934466,4.95800173405495
"P01104","Valencia","Servicios profesionales","micro",32,0.33204901424707,2022,2018,0,-4,29,283.225244488321,4.98127510352061
"P01105","Cataluna","Comercio","micro",36,0.499545818637034,Inf,2018,0,NA,39,318.06702270283,4.28065869701704
"P01106","Andalucia","Servicios profesionales","mediana",16,0.529590181884306,2023,2018,0,-5,27,24.1476634435557,4.61859073793179
"P01107","Madrid","TIC","micro",16,0.352645082212543,2022,2018,0,-4,18,191.076579172744,4.93007482588706
"P01108","Cataluna","Manufacturas","pequena",5,0.229258755246509,2020,2018,0,-2,6,96.9860793397883,4.66855955730602
"P01109","Pais Vasco","Servicios profesionales","mediana",11,0.429404122512185,2020,2018,0,-2,21,36.0693786774409,4.67735009794217
"P01110","Pais Vasco","TIC","mediana",10,0.321610373280715,2020,2018,0,-2,20,143.1434658845,4.80514029288423
"P01111","Pais Vasco","Servicios profesionales","pequena",11,0.441904746410763,2020,2018,0,-2,13,289.406319129911,5.01125690502394
"P01112","Pais Vasco","Hosteleria","micro",35,0.836297899977403,2020,2018,0,-2,35,224.4004487959,4.90541800173517
"P01113","Andalucia","Manufacturas","micro",9,0.461279173042461,2023,2018,0,-5,1,71.8771326564013,4.76790581501615
"P01114","Castilla y Leon","Hosteleria","micro",17,0.739246522796368,2020,2018,0,-2,14,114.913299994782,4.38360121890549
"P01115","Cataluna","Manufacturas","pequena",23,0.82077798010429,2021,2018,0,-3,17,350.029867168908,4.50736787346551
"P01116","Andalucia","TIC","micro",16,0.891117214124854,2020,2018,0,-2,17,186.989266132159,4.02391041045869
"P01117","Castilla y Leon","Servicios profesionales","pequena",11,0.703684931453579,2020,2018,0,-2,7,263.941500252262,3.77191500306791
"P01118","Andalucia","Comercio","mediana",22,0.393821151473165,Inf,2018,0,NA,29,79.0288919803054,3.6779535464334
"P01119","Cataluna","Comercio","micro",11,0.307514976956307,Inf,2018,0,NA,8,157.597112004608,3.84013360675102
"P01120","Valencia","Manufacturas","micro",12,0.646099408236207,2020,2018,0,-2,10,102.08267523554,3.88520776485858
"P01121","Castilla y Leon","Hosteleria","pequena",9,0.571511374709237,Inf,2018,0,NA,14,12.7954406752987,4.02601588513029
"P01122","Madrid","TIC","pequena",18,0.638518876673342,Inf,2018,0,NA,26,397.657985899943,4.01978700819057
"P01123","Valencia","Comercio","pequena",67,0.472813696308061,Inf,2018,0,NA,68,460.591126289492,4.037814311369
"P01124","Andalucia","Comercio","pequena",7,0.570728325049296,Inf,2018,0,NA,8,188.029124050826,4.5436693329074
"P01125","Castilla y Leon","Manufacturas","pequena",7,0.462085443725072,Inf,2018,0,NA,14,157.368342594967,4.35262967697851
"P01126","Valencia","TIC","pequena",10,0.170646268290295,2021,2018,0,-3,9,224.413061421827,4.14513037901398
"P01127","Andalucia","TIC","pequena",8,0.430124277900886,Inf,2018,0,NA,14,90.4284749654351,4.21539331269731
"P01128","Castilla y Leon","TIC","pequena",37,0.58092581954319,Inf,2018,0,NA,44,307.823460622362,4.43162592044471
"P01129","Pais Vasco","Comercio","micro",13,0.531242331315008,Inf,2018,0,NA,13,206.804086160639,3.91614740606687
"P01130","Madrid","Manufacturas","micro",42,0.384766113054034,2022,2018,0,-4,43,271.92997767997,4.97970303976535
"P01131","Valencia","Manufacturas","micro",31,0.236730271141803,2022,2018,0,-4,31,363.551217759281,3.93382332584111
"P01132","Castilla y Leon","Comercio","pequena",13,0.663563444867111,2021,2018,0,-3,16,154.332242218349,3.99248694758735
"P01133","Pais Vasco","Manufacturas","micro",18,0.685652752775146,2023,2018,0,-5,16,220.195363856404,4.69220113786728
"P01134","Castilla y Leon","Servicios profesionales","micro",5,0.73251705699447,2020,2018,0,-2,4,117.154742339358,4.09679959998547
"P01135","Andalucia","TIC","micro",29,0.434852600621886,2021,2018,0,-3,20,268.044599065626,3.47988148495168
"P01136","Pais Vasco","Manufacturas","pequena",17,0.618999282848868,Inf,2018,0,NA,15,364.27945594656,4.36185539023322
"P01137","Cataluna","Hosteleria","pequena",20,0.384434511514522,2020,2018,0,-2,27,251.951863104557,4.32955576687283
"P01138","Valencia","TIC","pequena",15,0.273311337082672,Inf,2018,0,NA,12,82.4951154821775,4.95036228621917
"P01139","Madrid","Comercio","micro",20,0.318684297539795,2021,2018,0,-3,20,224.60028530598,4.47000295236914
"P01140","Madrid","Manufacturas","pequena",12,0.537638276080891,2022,2018,0,-4,16,100.940872891441,5.04890743800693
"P01141","Pais Vasco","Hosteleria","micro",12,0.39704970394813,Inf,2018,0,NA,19,146.425641145075,4.30489311850431
"P01142","Cataluna","Comercio","micro",25,0.56389594347461,Inf,2018,0,NA,29,160.565531446804,3.89930182344476
"P01143","Madrid","TIC","micro",22,0.69553455217442,2021,2018,0,-3,23,283.896082832624,4.36630310820672
"P01144","Castilla y Leon","Servicios profesionales","pequena",43,0.505322882934028,Inf,2018,0,NA,43,262.294044179461,3.42181530189621
"P01145","Castilla y Leon","Servicios profesionales","pequena",8,0.674347528821462,2022,2018,0,-4,8,103.165842729198,3.66584046963094
"P01146","Valencia","Manufacturas","pequena",25,0.10182853310927,Inf,2018,0,NA,26,220.617986377893,4.48445078405598
"P01147","Andalucia","Hosteleria","micro",52,0.525051586618409,2022,2018,0,-4,54,530.26448428547,4.68197636036827
"P01148","Valencia","Comercio","micro",9,0.6287871455285,Inf,2018,0,NA,16,212.102091411276,4.57160495158082
"P01149","Castilla y Leon","Hosteleria","pequena",8,0.503273856693405,2021,2018,0,-3,9,141.56716676164,4.1640307848546
"P01150","Madrid","Manufacturas","pequena",28,0.266620581059971,2022,2018,0,-4,30,145.249750117774,4.66158990582043
"P01151","Valencia","Servicios profesionales","mediana",6,0.613362564122861,Inf,2018,0,NA,11,107.054833694947,4.43088317393208
"P01152","Castilla y Leon","TIC","micro",26,0.583169819109336,Inf,2018,0,NA,25,322.711327652246,5.07673657545594
"P01153","Castilla y Leon","Manufacturas","mediana",4,0.721068925456919,Inf,2018,0,NA,12,179.364255841791,3.70444356830719
"P01154","Castilla y Leon","Comercio","micro",13,0.502835043773796,2022,2018,0,-4,13,271.592883535903,5.37876667192444
"P01155","Valencia","Hosteleria","micro",44,0.207318401464599,2021,2018,0,-3,41,342.300055968509,4.62538386117195
"P01156","Castilla y Leon","Manufacturas","mediana",24,0.755243518562866,2022,2018,0,-4,27,325.906880290208,4.14283424120238
"P01157","Madrid","TIC","pequena",17,0.611576883681388,2020,2018,0,-2,20,183.281678014603,4.82563828504721
"P01158","Andalucia","Hosteleria","pequena",119,0.356577763595251,2022,2018,0,-4,119,819.466709817759,4.49199829024741
"P01159","Cataluna","Servicios profesionales","micro",18,0.359558051725404,Inf,2018,0,NA,14,147.198037415277,4.72938704119997
"P01160","Andalucia","Servicios profesionales","micro",25,0.806149908899094,Inf,2018,0,NA,26,276.902445899411,4.28584341462908
"P01161","Castilla y Leon","Hosteleria","micro",15,0.469007015881759,2020,2018,0,-2,11,97.4762093737383,4.39128986488573
"P01162","Valencia","Servicios profesionales","micro",11,0.616712144450612,Inf,2018,0,NA,12,158.431458161848,5.60717227497738
"P01163","Andalucia","Comercio","micro",21,0.566015732227442,Inf,2018,0,NA,18,196.133898969953,5.36656966910859
"P01164","Valencia","Manufacturas","micro",16,0.643085157263885,2022,2018,0,-4,15,127.475350263556,4.0114525336454
"P01165","Pais Vasco","Servicios profesionales","micro",27,0.522092113226273,2023,2018,0,-5,22,297.55945433308,4.17775674939303
"P01166","Valencia","Manufacturas","micro",19,0.68114454222571,2023,2018,0,-5,18,319.158611320447,3.77391709585295
"P01167","Valencia","Servicios profesionales","micro",10,0.507423493225107,2021,2018,0,-3,6,81.126602129075,4.84451731539368
"P01168","Andalucia","Manufacturas","micro",14,0.60943050096726,2020,2018,0,-2,14,189.146293125814,4.24440987885647
"P01169","Madrid","TIC","pequena",13,0.406147843240267,Inf,2018,0,NA,20,288.641554738218,3.83311744634122
"P01170","Cataluna","Comercio","pequena",34,0.134020200203127,2021,2018,0,-3,34,297.945378032779,3.90599494169379
"P01171","Valencia","Manufacturas","mediana",92,0.680121103160997,Inf,2018,0,NA,98,725.796298798112,4.31118663058258
"P01172","Andalucia","Hosteleria","micro",42,0.629890286399504,Inf,2018,0,NA,46,357.174124186712,4.04329944887461
"P01173","Cataluna","TIC","pequena",15,0.487283997509387,2020,2018,0,-2,11,93.836965086347,3.96413489498705
"P01174","Andalucia","Manufacturas","micro",18,0.532746388952131,Inf,2018,0,NA,20,192.112524910774,3.9037788966602
"P01175","Cataluna","Manufacturas","micro",12,0.473441620498239,2023,2018,0,-5,13,248.825946167513,4.9673336360562
"P01176","Cataluna","Servicios profesionales","micro",16,0.515088348185959,2022,2018,0,-4,19,243.241241651492,4.25092196621001
"P01177","Madrid","Servicios profesionales","micro",32,0.41619617237299,Inf,2018,0,NA,33,250.208894577284,4.30662323030131
"P01178","Cataluna","Manufacturas","pequena",34,0.674433672829025,Inf,2018,0,NA,32,413.97624830477,4.29866645482863
"P01179","Pais Vasco","Comercio","pequena",42,0.654539801225303,2020,2018,0,-2,47,465.589037064478,3.88497120196274
"P01180","Pais Vasco","Comercio","pequena",31,0.686459298619544,2022,2018,0,-4,38,203.337478242993,3.96936513571138
"P01181","Pais Vasco","Manufacturas","mediana",34,0.448047195228016,Inf,2018,0,NA,36,376.819471805168,3.71719739604784
"P01182","Pais Vasco","Manufacturas","micro",9,0.579252783017333,Inf,2018,0,NA,6,295.022281295131,4.58315703593505
"P01183","Madrid","Hosteleria","micro",37,0.432873064022196,2021,2018,0,-3,41,231.097710014889,4.90824802718904
"P01184","Castilla y Leon","Manufacturas","micro",30,0.646507612320821,2020,2018,0,-2,27,293.824009825239,4.79276909561804
"P01185","Cataluna","Manufacturas","pequena",22,0.220025491065639,Inf,2018,0,NA,22,361.848130498194,4.39957229532134
"P01186","Madrid","Hosteleria","micro",56,0.52963026296924,Inf,2018,0,NA,55,449.641968482757,4.51306560404969
"P01187","Valencia","Comercio","pequena",7,0.448827692386095,Inf,2018,0,NA,8,211.855893074695,3.84451120370739
"P01188","Andalucia","Hosteleria","micro",20,0.646596938188941,2022,2018,0,-4,20,257.172485985827,3.71175747169263
"P01189","Madrid","Servicios profesionales","pequena",28,0.198514502684759,2023,2018,0,-5,30,279.164245805197,4.75685204782484
"P01190","Valencia","Manufacturas","micro",10,0.563974012041223,Inf,2018,0,NA,14,80.719165678323,4.37193422225335
"P01191","Andalucia","Manufacturas","pequena",11,0.369611245019443,Inf,2018,0,NA,10,150.63896981429,3.60606894473437
"P01192","Castilla y Leon","TIC","mediana",17,0.261173384179244,Inf,2018,0,NA,20,288.041853071158,4.3020451336349
"P01193","Madrid","Manufacturas","micro",22,0.231751176148941,2022,2018,0,-4,25,242.908250218089,5.14401932630651
"P01194","Madrid","Manufacturas","pequena",13,0.477160277642984,2022,2018,0,-4,7,84.5412243023653,4.61196345931202
"P01195","Madrid","TIC","mediana",30,0.425358824408856,Inf,2018,0,NA,35,317.758352380257,4.38576890030673
"P01196","Valencia","Servicios profesionales","micro",7,0.308496841109105,Inf,2018,0,NA,14,144.05384422913,4.74518356663833
"P01197","Valencia","Manufacturas","pequena",7,0.251148634128161,Inf,2018,0,NA,13,86.6400949546306,4.21063210588256
"P01198","Madrid","Servicios profesionales","pequena",4,0.818097894363917,2020,2018,0,-2,2,146.765871316268,5.02207070309528
"P01199","Cataluna","TIC","pequena",19,0.200370338945256,Inf,2018,0,NA,25,129.59287221584,4.49090257267769
"P01200","Andalucia","Comercio","pequena",29,0.283085227178436,2023,2018,0,-5,32,315.916068364969,5.42731561701026
"P00001","Madrid","TIC","micro",46,0.234212285577177,Inf,2019,0,NA,45,331.669894178685,3.957856389855
"P00002","Madrid","Servicios profesionales","pequena",16,0.444305409613947,2021,2019,0,-2,18,190.524153497222,4.3547489004732
"P00003","Valencia","Manufacturas","mediana",18,0.407558889817478,2020,2019,0,-1,24,188.379949504969,4.2840780621278
"P00004","Pais Vasco","Comercio","pequena",27,0.868150194691001,2021,2019,0,-2,33,364.134744606682,4.87095240846667
"P00005","Madrid","Hosteleria","mediana",16,0.407380713007447,2020,2019,0,-1,22,218.816820714151,5.23307659884916
"P00006","Cataluna","Servicios profesionales","micro",6,0.575710538033862,2022,2019,0,-3,7,202.913961387201,4.2996758872183
"P00007","Valencia","TIC","mediana",6,0.478787486373637,2022,2019,0,-3,18,136.213692500648,5.28563844932168
"P00008","Valencia","TIC","pequena",7,0.355240798131706,2021,2019,0,-2,12,159.134525588854,4.75507647033165
"P00009","Castilla y Leon","TIC","micro",34,0.456447634036578,2021,2019,0,-2,34,246.763938940892,4.34305899592392
"P00010","Pais Vasco","Manufacturas","pequena",12,0.461445663872111,Inf,2019,0,NA,17,229.454803277012,4.27424917557349
"P00011","Valencia","TIC","pequena",8,0.518176059681191,Inf,2019,0,NA,18,191.194673884536,4.25380264507384
"P00012","Valencia","Hosteleria","pequena",13,0.519293252759903,2021,2019,0,-2,17,165.860824382078,3.94492831030727
"P00013","Andalucia","TIC","micro",13,0.6560377278391,2020,2019,0,-1,10,207.723510855336,3.91020695638723
"P00014","Castilla y Leon","TIC","mediana",20,0.399071095688882,Inf,2019,0,NA,16,254.301541472535,4.32647075582479
"P00015","Cataluna","Manufacturas","pequena",5,0.561985140622871,2022,2019,0,-3,8,156.252781028415,4.60977692833091
"P00016","Castilla y Leon","Manufacturas","pequena",37,0.5624921096031,Inf,2019,0,NA,42,343.655709613645,4.8178305280227
"P00017","Castilla y Leon","Manufacturas","pequena",9,0.530902954799849,2022,2019,0,-3,12,94.4697050889107,4.18153455060855
"P00018","Andalucia","Hosteleria","pequena",12,0.543417715353879,Inf,2019,0,NA,17,178.226008218855,3.45939088797002
"P00019","Andalucia","Servicios profesionales","micro",10,0.608475810836976,2023,2019,0,-4,3,300.797969046201,4.09951094394204
"P00020","Castilla y Leon","TIC","pequena",8,0.451188255631259,2023,2019,0,-4,14,95.7210426633637,3.95648604321886
"P00021","Cataluna","Comercio","micro",20,0.391320505042641,Inf,2019,0,NA,26,268.810061169147,3.7952857958899
"P00022","Castilla y Leon","Comercio","mediana",10,0.116600390945291,Inf,2019,0,NA,17,89.9010723300902,3.75031548661299
"P00023","Andalucia","Hosteleria","mediana",5,0.549384150151492,Inf,2019,0,NA,16,83.2301869764726,3.46996413247267
"P00024","Andalucia","TIC","mediana",15,0.715480754709621,2020,2019,0,-1,26,249.659729950246,3.66688249861237
"P00025","Valencia","Comercio","pequena",62,0.460287009840243,Inf,2019,0,NA,67,413.342224898899,4.08384295100811
"P00026","Andalucia","Manufacturas","pequena",39,0.206306784165978,Inf,2019,0,NA,50,352.560240017282,4.65801745522735
"P00027","Andalucia","Comercio","pequena",44,0.406015468195861,2023,2019,0,-4,48,311.809518016445,4.68963779278998
"P00028","Andalucia","Manufacturas","mediana",45,0.560802607518538,Inf,2019,0,NA,44,391.890984799316,4.38903718296004
"P00029","Cataluna","Servicios profesionales","pequena",21,0.227321079862588,Inf,2019,0,NA,23,263.130105588273,4.61676907426071
"P00030","Castilla y Leon","Comercio","pequena",16,0.205166263864424,2020,2019,0,-1,17,166.71712506507,4.65565230125757
"P00031","Pais Vasco","Manufacturas","micro",18,0.481752356169672,Inf,2019,0,NA,23,140.610059316725,4.06054761027238
"P00032","Andalucia","TIC","pequena",20,0.630606069551305,Inf,2019,0,NA,30,326.010935525448,4.44488884096735
"P00033","Cataluna","Manufacturas","micro",40,0.180097250847941,2021,2019,0,-2,42,257.419095812898,5.23655861397943
"P00034","Madrid","Hosteleria","micro",10,0.603474173681593,2023,2019,0,-4,11,91.9040181425406,3.07539229521127
"P00035","Castilla y Leon","Manufacturas","pequena",13,0.68812752700999,2022,2019,0,-3,17,299.790563254908,4.52908836100546
"P00036","Valencia","Manufacturas","pequena",28,0.519588369718215,Inf,2019,0,NA,24,357.839870952669,3.84986734644853
"P00037","Pais Vasco","Manufacturas","micro",10,0.682701600889098,2020,2019,0,-1,9,54.8823290258904,4.52857283885748
"P00038","Madrid","TIC","micro",14,0.809470175140751,2021,2019,0,-2,13,287.589297945387,4.17638709269868
"P00039","Castilla y Leon","Manufacturas","pequena",21,0.34274251272482,2020,2019,0,-1,20,252.861085529785,4.01471330446222
"P00040","Madrid","Comercio","pequena",27,0.654507812386445,2022,2019,0,-3,30,333.313158893184,3.57725294367884
"P00041","Valencia","Manufacturas","micro",42,0.291249816430407,2022,2019,0,-3,41,343.308588212304,4.80862777418433
"P00042","Valencia","Servicios profesionales","micro",61,0.159886847699139,2021,2019,0,-2,57,488.990257412988,4.43089880923518
"P00043","Cataluna","Hosteleria","micro",11,0.272685286769388,2021,2019,0,-2,10,122.704254810499,4.10002862549491
"P00044","Castilla y Leon","Hosteleria","micro",10,0.636162691267328,2021,2019,0,-2,12,272.979702876998,4.62758562064799
"P00045","Cataluna","Manufacturas","pequena",33,0.263735177246191,2020,2019,0,-1,40,322.573546841335,4.92207508812023
"P00046","Valencia","TIC","micro",13,0.670069686308829,2022,2019,0,-3,10,94.3452302489188,4.81959434374642
