id_contrato;fecha_inicio;fecha_fin_prevista;duracion_meses;convertido_indefinido;fecha_conversion
2657;2010-06-30;2011-06-30;12;0;NA
2658;2010-01-03;2013-01-03;36;0;NA
2659;2011-09-12;2012-09-12;12;0;NA
2660;2011-01-31;2012-07-31;18;0;NA
2661;2011-06-09;2013-06-09;24;0;NA
2662;2009-03-17;2010-09-17;18;0;NA
2663;2009-10-14;2010-10-14;12;0;NA
2664;2010-05-21;2011-05-21;12;1;2011-05-30
2665;2011-07-16;2012-07-16;12;1;2012-09-01
2666;2011-07-23;2014-07-23;36;0;NA
2667;2011-07-06;2013-07-06;24;0;NA
2668;2009-08-30;2011-02-28;18;0;NA
2669;2011-04-06;2012-10-06;18;0;NA
2670;2009-08-16;2011-08-16;24;0;NA
2671;2010-05-12;2012-05-12;24;0;NA
2672;2010-10-18;2013-10-18;36;0;NA
2673;2010-01-02;2011-01-02;12;0;NA
2674;2011-07-19;2014-07-19;36;0;NA
2675;2011-05-29;2013-05-29;24;0;NA
2676;2009-02-11;2010-08-11;18;0;NA
2677;2009-05-13;2011-05-13;24;0;NA
2678;2010-10-18;2012-04-18;18;0;NA
2679;2010-08-21;2012-08-21;24;0;NA
2680;2011-11-13;2012-11-13;12;0;NA
2681;2009-04-20;2011-04-20;24;0;NA
2682;2010-03-19;2012-03-19;24;0;NA
2683;2011-07-20;2014-07-20;36;1;2014-08-14
2684;2011-04-12;2013-04-12;24;0;NA
2685;2011-12-23;2013-12-23;24;0;NA
2686;2009-12-11;2011-06-11;18;0;NA
2687;2010-08-10;2011-08-10;12;1;2011-08-11
2688;2011-06-26;2013-06-26;24;0;NA
2689;2011-02-14;2013-08-14;30;0;NA
2690;2011-08-15;2013-02-15;18;0;NA
2691;2009-02-10;2010-02-10;12;0;NA
2692;2010-06-18;2011-12-18;18;0;NA
2693;2010-08-17;2012-02-17;18;0;NA
2694;2011-12-28;2012-12-28;12;0;NA
2695;2011-08-22;2013-02-22;18;0;NA
2696;2011-01-25;2012-07-25;18;0;NA
2697;2010-04-03;2011-10-03;18;0;NA
2698;2010-06-29;2011-12-29;18;0;NA
2699;2011-02-08;2012-08-08;18;0;NA
2700;2010-05-07;2011-05-07;12;0;NA
2701;2011-05-28;2014-05-28;36;0;NA
2702;2009-06-07;2011-06-07;24;0;NA
2703;2009-07-04;2011-01-04;18;0;NA
2704;2011-09-09;2012-09-09;12;0;NA
2705;2009-10-07;2011-10-07;24;0;NA
2706;2011-10-04;2013-10-04;24;0;NA
2707;2011-11-18;2013-11-18;24;0;NA
2708;2011-03-20;2012-09-20;18;0;NA
2709;2011-01-14;2013-01-14;24;0;NA
2710;2011-01-31;2013-01-31;24;0;NA
2711;2009-03-18;2011-03-18;24;0;NA
2712;2010-05-02;2012-05-02;24;0;NA
2713;2010-10-28;2011-10-28;12;0;NA
2714;2009-02-12;2010-08-12;18;1;2010-09-13
2715;2010-04-02;2011-10-02;18;0;NA
2716;2009-05-30;2011-05-30;24;0;NA
2717;2011-01-09;2012-07-09;18;0;NA
2718;2010-09-09;2012-09-09;24;0;NA
2719;2011-09-14;2014-09-14;36;0;NA
2720;2010-12-28;2011-12-28;12;0;NA
2721;2009-04-08;2011-04-08;24;0;NA
2722;2010-07-16;2012-07-16;24;0;NA
2723;2009-10-13;2010-10-13;12;0;NA
2724;2011-03-06;2012-03-06;12;0;NA
2725;2009-11-18;2011-11-18;24;0;NA
2726;2011-09-07;2013-03-07;18;0;NA
2727;2009-07-10;2011-07-10;24;0;NA
2728;2011-11-06;2012-11-06;12;0;NA
2729;2009-04-28;2010-04-28;12;0;NA
2730;2010-01-22;2011-07-22;18;0;NA
2731;2011-10-24;2013-04-24;18;0;NA
2732;2010-12-28;2012-06-28;18;0;NA
2733;2009-06-21;2011-06-21;24;0;NA
2734;2009-12-31;2011-12-31;24;0;NA
2735;2009-08-16;2011-02-16;18;1;2011-05-08
2736;2010-01-29;2012-01-29;24;0;NA
2737;2010-01-07;2012-07-07;30;0;NA
2738;2010-02-07;2012-02-07;24;0;NA
2739;2010-09-30;2012-09-30;24;0;NA
2740;2010-11-25;2012-05-25;18;0;NA
2741;2009-05-11;2010-05-11;12;0;NA
2742;2010-11-11;2012-11-11;24;0;NA
2743;2011-01-27;2012-01-27;12;0;NA
2744;2011-06-01;2012-06-01;12;0;NA
2745;2010-09-30;2013-09-30;36;0;NA
2746;2010-10-16;2011-04-16;6;0;NA
2747;2010-01-17;2011-07-17;18;0;NA
2748;2009-11-12;2011-11-12;24;1;2012-01-11
2749;2010-03-17;2012-03-17;24;0;NA
2750;2009-02-25;2012-02-25;36;0;NA
2751;2011-11-06;2012-11-06;12;0;NA
2752;2009-04-14;2010-04-14;12;0;NA
2753;2011-05-20;2012-05-20;12;0;NA
2754;2009-08-04;2011-02-04;18;0;NA
2755;2010-11-14;2012-05-14;18;0;NA
2756;2010-02-03;2011-08-03;18;0;NA
2757;2009-05-13;2010-05-13;12;0;NA
2758;2009-01-14;2010-01-14;12;0;NA
2759;2011-03-19;2012-09-19;18;1;2012-11-28
2760;2010-09-12;2012-03-12;18;0;NA
2761;2010-10-24;2011-10-24;12;0;NA
2762;2011-10-31;2013-10-31;24;0;NA
2763;2010-01-30;2012-07-30;30;0;NA
2764;2011-12-12;2013-12-12;24;0;NA
2765;2009-02-01;2010-08-01;18;0;NA
2766;2010-02-13;2011-02-13;12;0;NA
2767;2010-06-28;2012-06-28;24;0;NA
2768;2010-12-10;2011-12-10;12;0;NA
2769;2009-01-21;2011-01-21;24;0;NA
2770;2010-08-12;2011-02-12;6;0;NA
2771;2010-11-08;2012-11-08;24;0;NA
2772;2009-07-04;2012-07-04;36;0;NA
2773;2009-06-03;2012-06-03;36;0;NA
2774;2011-05-09;2012-05-09;12;0;NA
2775;2011-03-29;2012-09-29;18;0;NA
2776;2011-01-31;2012-01-31;12;0;NA
2777;2011-12-02;2013-12-02;24;0;NA
2778;2009-12-12;2010-06-12;6;0;NA
2779;2011-03-09;2014-03-09;36;0;NA
2780;2011-12-22;2013-12-22;24;0;NA
2781;2010-03-14;2010-09-14;6;0;NA
2782;2010-06-15;2012-12-15;30;0;NA
2783;2010-12-23;2012-06-23;18;0;NA
2784;2011-10-27;2013-10-27;24;0;NA
2785;2011-05-21;2012-11-21;18;0;NA
2786;2009-03-29;2010-09-29;18;1;2010-12-01
2787;2010-01-23;2012-01-23;24;0;NA
2788;2009-08-27;2011-08-27;24;0;NA
2789;2009-05-17;2010-11-17;18;0;NA
2790;2010-04-06;2011-04-06;12;0;NA
2791;2010-10-02;2011-04-02;6;0;NA
2792;2011-01-29;2013-01-29;24;0;NA
2793;2011-09-15;2013-03-15;18;0;NA
2794;2009-02-17;2011-02-17;24;0;NA
2795;2010-04-30;2011-10-30;18;0;NA
2796;2010-03-15;2011-03-15;12;1;2011-03-17
2797;2010-09-02;2012-03-02;18;0;NA
2798;2009-07-29;2011-01-29;18;0;NA
2799;2010-05-30;2010-11-30;6;0;NA
2800;2009-10-25;2012-04-25;30;0;NA
2801;2011-06-01;2011-12-01;6;0;NA
2802;2010-08-30;2012-08-30;24;1;2012-10-10
2803;2011-11-28;2013-11-28;24;0;NA
2804;2009-10-25;2011-04-25;18;0;NA
2805;2011-11-16;2012-05-16;6;0;NA
2806;2011-08-15;2013-02-15;18;0;NA
2807;2011-03-11;2013-03-11;24;0;NA
2808;2009-11-17;2011-11-17;24;0;NA
2809;2009-06-29;2010-06-29;12;0;NA
2810;2009-09-05;2012-03-05;30;0;NA
2811;2009-12-18;2011-12-18;24;0;NA
2812;2011-05-25;2013-05-25;24;0;NA
2813;2011-04-18;2013-04-18;24;1;2013-06-06
2814;2011-10-11;2013-10-11;24;0;NA
2815;2009-08-26;2012-08-26;36;1;2012-10-28
2816;2011-03-17;2013-03-17;24;1;2013-05-24
2817;2009-01-28;2011-01-28;24;0;NA
2818;2011-11-01;2012-11-01;12;0;NA
2819;2009-05-20;2010-05-20;12;0;NA
2820;2009-10-09;2011-04-09;18;0;NA
2821;2009-04-05;2010-10-05;18;1;2010-10-21
2822;2011-10-17;2014-10-17;36;0;NA
2823;2011-12-18;2014-12-18;36;0;NA
2824;2011-03-10;2012-03-10;12;0;NA
2825;2009-09-28;2011-03-28;18;0;NA
2826;2011-11-16;2013-11-16;24;0;NA
2827;2010-11-07;2011-05-07;6;0;NA
2828;2010-04-20;2011-04-20;12;0;NA
2829;2009-12-26;2012-12-26;36;1;2013-02-02
2830;2009-07-01;2012-07-01;36;0;NA
2831;2010-09-23;2012-03-23;18;0;NA
2832;2010-03-16;2012-03-16;24;0;NA
2833;2009-10-01;2010-10-01;12;0;NA
2834;2011-04-11;2012-10-11;18;0;NA
2835;2009-11-18;2010-11-18;12;0;NA
2836;2009-04-02;2010-10-02;18;0;NA
2837;2009-12-26;2010-12-26;12;0;NA
2838;2010-07-01;2013-01-01;30;1;2013-02-04
2839;2011-08-18;2013-02-18;18;0;NA
2840;2011-08-12;2014-02-12;30;0;NA
2841;2011-08-02;2014-08-02;36;0;NA
2842;2011-12-10;2014-06-10;30;0;NA
2843;2010-05-15;2011-05-15;12;0;NA
2844;2010-11-20;2011-11-20;12;0;NA
2845;2010-08-15;2012-02-15;18;0;NA
2846;2009-09-04;2011-09-04;24;1;2011-10-21
2847;2011-06-08;2012-12-08;18;0;NA
2848;2010-05-16;2012-11-16;30;0;NA
2849;2011-04-10;2011-10-10;6;0;NA
2850;2010-04-28;2013-04-28;36;0;NA
2851;2009-12-13;2011-06-13;18;0;NA
2852;2009-11-27;2011-11-27;24;0;NA
2853;2009-10-04;2012-04-04;30;0;NA
2854;2009-05-01;2010-05-01;12;0;NA
2855;2010-08-03;2011-08-03;12;0;NA
2856;2010-04-01;2011-04-01;12;0;NA
2857;2010-10-03;2013-10-03;36;0;NA
2858;2011-12-20;2013-06-20;18;0;NA
2859;2010-12-08;2011-12-08;12;0;NA
2860;2011-03-10;2014-03-10;36;0;NA
2861;2010-03-23;2012-03-23;24;0;NA
2862;2011-12-22;2012-12-22;12;0;NA
2863;2010-04-19;2012-04-19;24;0;NA
2864;2010-10-14;2012-04-14;18;0;NA
2865;2010-07-25;2012-07-25;24;0;NA
2866;2009-11-26;2012-05-26;30;0;NA
2867;2009-05-24;2010-05-24;12;0;NA
2868;2009-11-25;2010-11-25;12;0;NA
2869;2009-04-23;2011-10-23;30;0;NA
2870;2010-06-29;2011-12-29;18;0;NA
2871;2011-08-16;2013-02-16;18;0;NA
2872;2010-05-29;2012-05-29;24;0;NA
2873;2009-04-12;2012-04-12;36;0;NA
2874;2009-02-26;2011-02-26;24;0;NA
2875;2011-01-02;2012-07-02;18;0;NA
2876;2011-07-17;2012-07-17;12;0;NA
2877;2009-01-01;2011-01-01;24;0;NA
2878;2010-05-07;2011-11-07;18;0;NA
2879;2011-08-17;2012-08-17;12;0;NA
2880;2009-03-25;2010-09-25;18;0;NA
2881;2009-02-14;2010-08-14;18;0;NA
2882;2010-02-04;2012-08-04;30;0;NA
2883;2009-06-20;2011-12-20;30;0;NA
2884;2011-03-17;2013-09-17;30;0;NA
2885;2011-08-04;2012-08-04;12;0;NA
2886;2009-09-16;2011-09-16;24;0;NA
2887;2009-01-18;2010-01-18;12;0;NA
2888;2010-05-03;2012-05-03;24;0;NA
2889;2011-11-10;2014-11-10;36;0;NA
2890;2010-07-20;2011-07-20;12;0;NA
2891;2011-11-14;2013-05-14;18;0;NA
2892;2011-03-16;2011-09-16;6;0;NA
2893;2011-08-26;2012-08-26;12;0;NA
2894;2010-04-17;2011-10-17;18;0;NA
2895;2009-12-14;2012-12-14;36;0;NA
2896;2010-07-25;2012-07-25;24;0;NA
2897;2011-03-17;2012-03-17;12;0;NA
2898;2009-09-13;2010-09-13;12;0;NA
2899;2010-10-03;2012-10-03;24;0;NA
2900;2009-08-05;2010-02-05;6;0;NA
2901;2011-05-02;2013-05-02;24;0;NA
2902;2011-02-14;2013-02-14;24;0;NA
2903;2010-06-20;2013-06-20;36;0;NA
2904;2010-12-04;2011-12-04;12;0;NA
2905;2011-06-04;2012-06-04;12;0;NA
2906;2010-09-24;2012-09-24;24;0;NA
2907;2011-01-30;2013-01-30;24;0;NA
2908;2011-10-11;2012-10-11;12;0;NA
2909;2009-02-12;2011-08-12;30;0;NA
2910;2011-11-10;2012-11-10;12;0;NA
2911;2010-12-02;2012-06-02;18;0;NA
2912;2011-07-09;2013-07-09;24;0;NA
2913;2010-02-26;2011-08-26;18;0;NA
2914;2011-12-04;2013-12-04;24;0;NA
2915;2009-08-07;2010-02-07;6;0;NA
2916;2011-03-22;2012-09-22;18;0;NA
2917;2011-08-18;2013-08-18;24;0;NA
2918;2009-10-27;2012-04-27;30;0;NA
2919;2009-12-05;2012-06-05;30;0;NA
2920;2010-07-22;2012-07-22;24;0;NA
2921;2011-10-25;2013-10-25;24;0;NA
2922;2009-11-14;2011-05-14;18;0;NA
2923;2011-01-25;2012-01-25;12;0;NA
2924;2011-09-30;2013-03-30;18;0;NA
2925;2009-09-24;2010-03-24;6;0;NA
2926;2010-07-23;2013-01-23;30;0;NA
2927;2010-03-25;2012-09-25;30;0;NA
2928;2011-04-25;2012-10-25;18;0;NA
2929;2010-08-02;2012-08-02;24;0;NA
2930;2010-05-07;2011-05-07;12;0;NA
2931;2011-03-06;2013-03-06;24;0;NA
2932;2011-06-29;2012-06-29;12;0;NA
2933;2010-07-16;2011-07-16;12;0;NA
2934;2010-07-07;2011-07-07;12;0;NA
2935;2011-07-10;2012-07-10;12;0;NA
2936;2009-05-19;2010-05-19;12;0;NA
2937;2010-08-08;2011-08-08;12;0;NA
2938;2011-01-14;2012-01-14;12;1;2012-03-06
2939;2009-02-06;2010-08-06;18;0;NA
2940;2009-12-09;2011-06-09;18;0;NA
2941;2011-04-30;2013-04-30;24;0;NA
2942;2009-08-05;2011-08-05;24;0;NA
2943;2010-02-13;2011-02-13;12;0;NA
2944;2011-10-23;2013-10-23;24;0;NA
2945;2009-06-22;2010-06-22;12;0;NA
2946;2011-09-30;2013-09-30;24;0;NA
2947;2010-11-02;2012-05-02;18;0;NA
2948;2011-07-08;2013-01-08;18;0;NA
2949;2010-08-16;2013-08-16;36;0;NA
2950;2011-07-14;2012-07-14;12;0;NA
2951;2009-10-05;2011-04-05;18;0;NA
2952;2009-09-27;2011-03-27;18;0;NA
2953;2010-09-05;2011-03-05;6;0;NA
2954;2009-11-23;2011-11-23;24;1;2012-02-07
2955;2011-03-02;2014-03-02;36;0;NA
2956;2011-09-16;2013-09-16;24;0;NA
2957;2010-09-18;2011-09-18;12;0;NA
2958;2010-03-21;2010-09-21;6;0;NA
2959;2011-07-17;2013-01-17;18;0;NA
2960;2010-12-22;2011-06-22;6;0;NA
2961;2010-12-12;2012-12-12;24;0;NA
2962;2009-11-02;2012-05-02;30;0;NA
2963;2009-03-21;2010-03-21;12;0;NA
2964;2010-01-17;2011-01-17;12;0;NA
2965;2011-04-11;2012-04-11;12;0;NA
2966;2010-03-29;2012-03-29;24;0;NA
2967;2010-12-13;2012-06-13;18;0;NA
2968;2009-01-03;2010-01-03;12;0;NA
2969;2010-05-02;2012-05-02;24;0;NA
2970;2009-11-23;2012-05-23;30;0;NA
2971;2009-04-10;2009-10-10;6;0;NA
2972;2009-11-11;2012-05-11;30;0;NA
2973;2009-03-18;2010-03-18;12;0;NA
2974;2010-10-21;2013-10-21;36;0;NA
2975;2010-07-30;2012-01-30;18;0;NA
2976;2011-07-17;2013-07-17;24;0;NA
2977;2011-02-25;2013-08-25;30;0;NA
2978;2009-02-28;2009-08-28;6;0;NA
2979;2009-09-19;2012-03-19;30;1;2012-06-30
2980;2010-01-06;2011-01-06;12;1;2011-05-01
2981;2009-02-15;2010-08-15;18;0;NA
2982;2010-04-16;2011-04-16;12;0;NA
2983;2009-02-25;2009-08-25;6;0;NA
2984;2010-08-07;2011-08-07;12;0;NA
2985;2011-03-08;2012-03-08;12;0;NA
2986;2010-07-09;2012-07-09;24;0;NA
2987;2009-05-01;2010-05-01;12;0;NA
2988;2010-05-23;2011-05-23;12;0;NA
2989;2009-07-29;2011-07-29;24;0;NA
2990;2010-06-25;2011-06-25;12;0;NA
2991;2011-09-02;2012-09-02;12;0;NA
2992;2009-03-02;2012-03-02;36;0;NA
2993;2010-01-12;2012-01-12;24;0;NA
2994;2009-04-21;2010-10-21;18;0;NA
2995;2009-11-29;2010-11-29;12;0;NA
2996;2011-03-27;2012-03-27;12;0;NA
2997;2010-06-10;2011-12-10;18;0;NA
2998;2009-02-23;2011-02-23;24;0;NA
2999;2009-04-22;2011-04-22;24;0;NA
3000;2009-05-28;2010-05-28;12;0;NA
3001;2010-02-01;2011-02-01;12;0;NA
3002;2010-08-13;2012-08-13;24;0;NA
3003;2011-06-06;2012-12-06;18;0;NA
3004;2011-12-26;2012-12-26;12;0;NA
3005;2009-10-23;2010-04-23;6;0;NA
3006;2011-02-19;2012-02-19;12;0;NA
3007;2009-07-19;2012-01-19;30;0;NA
3008;2010-11-18;2013-11-18;36;0;NA
3009;2009-08-06;2011-08-06;24;0;NA
3010;2010-09-26;2013-09-26;36;0;NA
3011;2009-05-16;2009-11-16;6;0;NA
3012;2010-11-21;2012-11-21;24;0;NA
3013;2010-04-01;2012-04-01;24;0;NA
3014;2009-06-08;2010-12-08;18;0;NA
3015;2010-02-03;2011-08-03;18;0;NA
3016;2009-07-01;2012-01-01;30;0;NA
3017;2010-03-25;2011-09-25;18;0;NA
3018;2011-06-18;2012-12-18;18;1;2012-12-19
3019;2010-01-04;2013-01-04;36;0;NA
3020;2009-06-07;2011-06-07;24;0;NA
3021;2010-06-15;2010-12-15;6;0;NA
3022;2011-05-26;2013-11-26;30;0;NA
3023;2009-12-23;2012-12-23;36;0;NA
3024;2009-10-23;2012-04-23;30;0;NA
3025;2009-05-10;2010-11-10;18;0;NA
3026;2009-05-03;2010-05-03;12;0;NA
3027;2009-10-30;2010-04-30;6;0;NA
3028;2010-09-10;2011-09-10;12;0;NA
3029;2011-08-09;2014-08-09;36;0;NA
3030;2011-03-29;2012-03-29;12;0;NA
3031;2010-11-14;2013-11-14;36;0;NA
3032;2010-09-07;2012-03-07;18;0;NA
3033;2010-11-22;2013-11-22;36;0;NA
3034;2010-03-29;2011-03-29;12;0;NA
3035;2009-02-18;2011-02-18;24;0;NA
3036;2011-12-23;2012-12-23;12;0;NA
3037;2010-07-05;2012-01-05;18;0;NA
3038;2010-06-05;2010-12-05;6;0;NA
3039;2009-10-24;2011-04-24;18;0;NA
3040;2009-12-01;2011-12-01;24;0;NA
3041;2009-06-05;2010-12-05;18;0;NA
3042;2009-12-05;2010-06-05;6;0;NA
3043;2010-02-14;2012-02-14;24;0;NA
3044;2009-07-09;2011-07-09;24;0;NA
3045;2011-11-06;2012-11-06;12;0;NA
3046;2009-04-21;2011-04-21;24;0;NA
3047;2009-06-05;2011-06-05;24;0;NA
3048;2010-01-01;2011-01-01;12;0;NA
3049;2010-09-11;2012-09-11;24;0;NA
3050;2011-09-26;2012-09-26;12;0;NA
3051;2010-01-01;2011-01-01;12;0;NA
3052;2010-01-28;2012-01-28;24;0;NA
3053;2010-03-12;2011-09-12;18;0;NA
3054;2011-01-15;2013-01-15;24;0;NA
3055;2011-06-16;2014-06-16;36;0;NA
3056;2010-11-28;2011-05-28;6;0;NA
3057;2010-12-06;2012-06-06;18;0;NA
3058;2009-12-15;2010-12-15;12;0;NA
3059;2010-08-09;2011-02-09;6;0;NA
3060;2010-10-14;2012-10-14;24;0;NA
3061;2010-10-11;2012-04-11;18;0;NA
3062;2011-12-04;2012-12-04;12;0;NA
3063;2011-09-08;2013-09-08;24;0;NA
3064;2009-07-14;2012-07-14;36;0;NA
3065;2011-12-08;2012-12-08;12;0;NA
3066;2010-09-10;2011-03-10;6;0;NA
3067;2010-09-14;2012-09-14;24;0;NA
3068;2009-01-27;2012-01-27;36;0;NA
3069;2009-06-25;2010-12-25;18;0;NA
3070;2011-01-26;2012-07-26;18;0;NA
3071;2010-06-03;2013-06-03;36;0;NA
3072;2011-04-18;2014-04-18;36;0;NA
3073;2009-02-10;2010-08-10;18;0;NA
3074;2011-02-22;2011-08-22;6;0;NA
3075;2011-07-29;2013-07-29;24;0;NA
3076;2011-08-14;2013-02-14;18;0;NA
3077;2009-07-08;2011-07-08;24;0;NA
3078;2010-10-04;2011-10-04;12;0;NA
3079;2010-02-17;2011-02-17;12;0;NA
3080;2011-11-13;2012-11-13;12;0;NA
3081;2009-07-30;2010-01-30;6;0;NA
3082;2011-10-15;2013-10-15;24;0;NA
3083;2009-12-01;2010-12-01;12;0;NA
3084;2010-12-29;2012-12-29;24;1;2013-01-29
3085;2009-12-01;2011-06-01;18;0;NA
3086;2011-09-22;2012-09-22;12;1;2012-11-15
3087;2010-07-26;2011-07-26;12;0;NA
3088;2011-11-19;2012-11-19;12;0;NA
3089;2010-01-02;2012-01-02;24;0;NA
3090;2011-01-13;2011-07-13;6;0;NA
3091;2010-08-26;2012-02-26;18;1;2012-05-17
3092;2009-03-01;2010-03-01;12;0;NA
3093;2011-06-25;2012-06-25;12;0;NA
3094;2009-07-29;2011-07-29;24;0;NA
3095;2009-09-08;2011-03-08;18;0;NA
3096;2010-05-28;2012-11-28;30;0;NA
3097;2009-06-26;2011-06-26;24;0;NA
3098;2011-02-16;2013-08-16;30;0;NA
3099;2011-02-24;2013-02-24;24;1;2013-04-13
3100;2009-08-17;2011-02-17;18;0;NA
3101;2011-03-21;2012-09-21;18;0;NA
3102;2011-08-13;2013-02-13;18;0;NA
3103;2009-12-29;2010-12-29;12;0;NA
3104;2011-07-12;2013-01-12;18;0;NA
3105;2011-10-07;2014-10-07;36;0;NA
3106;2011-02-07;2012-08-07;18;0;NA
3107;2011-01-24;2013-01-24;24;1;2013-03-17
3108;2009-09-21;2011-09-21;24;0;NA
3109;2009-04-05;2010-10-05;18;0;NA
3110;2009-05-15;2010-05-15;12;0;NA
3111;2009-03-31;2012-03-31;36;0;NA
3112;2011-05-31;2012-05-31;12;0;NA
3113;2010-12-28;2013-12-28;36;0;NA
3114;2010-12-31;2011-12-31;12;0;NA
3115;2009-09-25;2010-09-25;12;0;NA
3116;2011-03-01;2013-09-01;30;0;NA
3117;2009-08-18;2011-02-18;18;0;NA
3118;2009-10-26;2012-10-26;36;0;NA
3119;2011-03-19;2012-03-19;12;0;NA
3120;2009-02-27;2011-02-27;24;0;NA
3121;2010-10-18;2012-04-18;18;0;NA
3122;2009-08-13;2010-08-13;12;0;NA
3123;2009-06-05;2011-06-05;24;0;NA
3124;2010-01-10;2012-01-10;24;0;NA
3125;2011-01-19;2011-07-19;6;0;NA
3126;2009-06-06;2010-12-06;18;0;NA
3127;2011-11-14;2014-11-14;36;0;NA
3128;2010-05-22;2011-05-22;12;0;NA
3129;2009-05-02;2010-11-02;18;0;NA
3130;2010-06-21;2011-12-21;18;0;NA
3131;2009-07-26;2011-07-26;24;0;NA
3132;2010-03-28;2010-09-28;6;0;NA
3133;2011-03-20;2012-09-20;18;0;NA
3134;2011-12-12;2012-06-12;6;0;NA
3135;2010-10-11;2012-04-11;18;0;NA
3136;2009-01-05;2011-01-05;24;0;NA
3137;2011-07-13;2013-07-13;24;0;NA
3138;2010-05-07;2011-05-07;12;0;NA
3139;2009-11-06;2011-11-06;24;0;NA
3140;2009-04-26;2010-04-26;12;0;NA
3141;2010-05-21;2011-05-21;12;0;NA
3142;2010-06-11;2011-06-11;12;0;NA
3143;2010-05-27;2011-05-27;12;0;NA
3144;2010-07-19;2012-07-19;24;0;NA
3145;2009-07-01;2011-07-01;24;0;NA
3146;2009-11-15;2011-05-15;18;0;NA
3147;2009-03-06;2011-03-06;24;0;NA
3148;2009-01-31;2011-07-31;30;0;NA
3149;2010-01-17;2012-01-17;24;0;NA
3150;2009-05-05;2011-11-05;30;0;NA
3151;2011-09-29;2012-09-29;12;0;NA
3152;2010-10-11;2011-10-11;12;0;NA
3153;2011-01-19;2011-07-19;6;0;NA
3154;2009-05-12;2010-05-12;12;1;2010-07-21
3155;2010-12-10;2012-12-10;24;0;NA
3156;2010-10-20;2013-10-20;36;0;NA
3157;2009-03-03;2011-03-03;24;0;NA
3158;2011-12-28;2013-06-28;18;0;NA
3159;2011-12-03;2012-12-03;12;0;NA
3160;2009-05-27;2010-05-27;12;0;NA
3161;2010-05-21;2011-05-21;12;0;NA
3162;2009-01-18;2010-01-18;12;0;NA
3163;2010-05-17;2012-05-17;24;0;NA
3164;2010-11-01;2012-05-01;18;0;NA
3165;2010-08-24;2012-08-24;24;0;NA
3166;2010-11-10;2012-11-10;24;1;2012-12-26
3167;2009-03-23;2011-03-23;24;0;NA
3168;2010-11-11;2011-11-11;12;0;NA
3169;2010-08-18;2011-08-18;12;0;NA
3170;2010-09-02;2011-03-02;6;0;NA
3171;2011-04-24;2012-10-24;18;0;NA
3172;2011-12-06;2012-06-06;6;0;NA
3173;2009-08-24;2012-08-24;36;0;NA
3174;2010-02-10;2011-08-10;18;0;NA
3175;2010-05-28;2011-05-28;12;0;NA
3176;2009-01-21;2011-01-21;24;0;NA
3177;2009-11-13;2011-11-13;24;0;NA
3178;2011-04-07;2012-04-07;12;1;2012-06-27
3179;2010-10-24;2012-10-24;24;0;NA
3180;2009-08-24;2010-08-24;12;0;NA
3181;2009-05-16;2012-05-16;36;0;NA
3182;2011-03-27;2013-09-27;30;0;NA
3183;2010-05-26;2012-05-26;24;0;NA
3184;2009-10-20;2011-04-20;18;0;NA
3185;2011-10-01;2013-10-01;24;0;NA
3186;2011-08-16;2014-08-16;36;0;NA
3187;2010-12-29;2011-12-29;12;0;NA
3188;2011-01-26;2013-01-26;24;0;NA
3189;2009-12-20;2012-06-20;30;0;NA
3190;2009-11-14;2010-11-14;12;0;NA
3191;2010-09-24;2013-09-24;36;0;NA
3192;2010-10-02;2013-04-02;30;0;NA
3193;2009-05-02;2011-05-02;24;0;NA
3194;2009-10-02;2011-04-02;18;0;NA
3195;2009-04-14;2011-10-14;30;0;NA
3196;2009-12-26;2011-12-26;24;0;NA
3197;2011-03-30;2012-09-30;18;0;NA
3198;2009-07-15;2010-01-15;6;0;NA
3199;2009-01-18;2009-07-18;6;0;NA
3200;2010-01-28;2012-07-28;30;0;NA
3201;2009-11-19;2012-11-19;36;0;NA
3202;2011-03-12;2013-03-12;24;0;NA
3203;2010-01-15;2012-01-15;24;0;NA
3204;2011-10-16;2013-10-16;24;0;NA
3205;2009-05-08;2010-11-08;18;0;NA
3206;2009-08-21;2010-08-21;12;0;NA
3207;2010-04-18;2011-04-18;12;0;NA
3208;2009-08-29;2010-02-28;6;0;NA
3209;2011-04-01;2012-04-01;12;0;NA
3210;2011-06-07;2013-06-07;24;1;2013-07-17
3211;2010-03-06;2011-03-06;12;0;NA
3212;2009-03-20;2010-03-20;12;0;NA
3213;2011-10-08;2013-04-08;18;0;NA
3214;2010-07-01;2012-07-01;24;0;NA
3215;2011-02-07;2012-08-07;18;0;NA
3216;2011-11-27;2013-05-27;18;0;NA
3217;2011-11-17;2013-05-17;18;0;NA
3218;2011-01-10;2013-01-10;24;0;NA
3219;2011-06-22;2013-06-22;24;0;NA
3220;2011-03-08;2013-03-08;24;0;NA
3221;2010-06-14;2011-12-14;18;0;NA
3222;2011-03-10;2014-03-10;36;0;NA
3223;2011-04-24;2014-04-24;36;1;2014-06-04
3224;2009-04-13;2009-10-13;6;0;NA
3225;2011-04-24;2013-04-24;24;0;NA
3226;2009-03-11;2010-09-11;18;0;NA
3227;2011-11-24;2012-11-24;12;0;NA
3228;2011-07-14;2013-07-14;24;0;NA
3229;2011-06-03;2013-06-03;24;0;NA
3230;2009-12-06;2011-12-06;24;0;NA
3231;2011-08-08;2013-02-08;18;0;NA
